original_id	work_title	work_authors	file_format	file_size	number_of_access	original_source
Num meio-dia de fim de primavera|Alberto Caeiro	Num meio-dia de fim de primavera	Alberto Caeiro	.pdf	44,96              KB	567	[wk] Wikipédia, a enciclopédia livre
Numa e a Ninfa|Afonso Henriques de Lima Barreto	Numa e a Ninfa	Afonso Henriques de Lima Barreto	.pdf	472,46              KB	2.472	[ua] Universidade da Amazônia - UNAMA
Numa e a Ninfa|Afonso Henriques de Lima Barreto	Numa e a Ninfa	Afonso Henriques de Lima Barreto	.pdf	727,98              KB	4.813	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Nunca Deus fez tal coita qual eu hei|Dom Dinis	Nunca Deus fez tal coita qual eu hei	Dom Dinis	.pdf	44,42              KB	429	[wk] Wikipédia, a enciclopédia livre
Nunca busquei viver a minha vida|Alberto Caeiro	Nunca busquei viver a minha vida	Alberto Caeiro	.pdf	30,46              KB	717	[wk] Wikipédia, a enciclopédia livre
Nunca mais|Auta de Sousa	Nunca mais	Auta de Sousa	.pdf	49,17              KB	571	[wk] Wikipédia, a enciclopédia livre
Nunca sei|Alberto Caeiro	Nunca sei	Alberto Caeiro	.pdf	29,70              KB	868	[wk] Wikipédia, a enciclopédia livre
Nunca vos ousei a dizer|Dom Dinis	Nunca vos ousei a dizer	Dom Dinis	.pdf	41,14              KB	440	[wk] Wikipédia, a enciclopédia livre
Não Consultes Médico|Machado de Assis	Não Consultes Médico	Machado de Assis	.pdf	123,18              KB	5.354	[bn] Fundação Biblioteca Nacional
Não basta abrir a janela|Alberto Caeiro	Não basta abrir a janela	Alberto Caeiro	.pdf	31,25              KB	669	[wk] Wikipédia, a enciclopédia livre
Não consultes Médico|Machado de Assis	Não consultes Médico	Machado de Assis	.pdf	122,75              KB	4.269	[fs] Universidade Federal de Santa Catarina - UFSC
Não me importo com as rimas|Alberto Caeiro	Não me importo com as rimas	Alberto Caeiro	.pdf	32,75              KB	646	[wk] Wikipédia, a enciclopédia livre
Não posso contar meus males|Frei Caneca	Não posso contar meus males	Frei Caneca	.pdf	55,34              KB	725	[ws] Wikisource
Não sei o que é conhecer-me|Alberto Caeiro	Não sei o que é conhecer-me	Alberto Caeiro	.pdf	30,00              KB	724	[wk] Wikipédia, a enciclopédia livre
Não tenho pressa|Alberto Caeiro	Não tenho pressa	Alberto Caeiro	.pdf	34,20              KB	607	[wk] Wikipédia, a enciclopédia livre
Não tenho pressa: não a têm o sol e a lua|Alberto Caeiro	Não tenho pressa: não a têm o sol e a lua	Alberto Caeiro	.pdf	36,18              KB	810	[wk] Wikipédia, a enciclopédia livre
Não é mel para a boca do asno|Machado de Assis	Não é mel para a boca do asno	Machado de Assis	.pdf	111,66              KB	3.868	[fs] Universidade Federal de Santa Catarina - UFSC
O 15 e o 17|Artur Azevedo	O 15 e o 17	Artur Azevedo	.pdf	46,91              KB	1.869	[bi] Biblioteca Virtual de Literatura
O Abolicionismo|Joaquim Nabuco	O Abolicionismo	Joaquim Nabuco	.pdf	546,07              KB	41.004	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Alcaide de Santarém|Alexandre Herculano	O Alcaide de Santarém	Alexandre Herculano	.pdf	153,97              KB	2.239	[bi] Biblioteca Virtual de Literatura
O Alforge da Boa Razão|Bruno Seabra	O Alforge da Boa Razão	Bruno Seabra	.pdf	76,26              KB	736	[bn] Fundação Biblioteca Nacional
O Alienista|Machado de Assis	O Alienista	Machado de Assis	.pdf	197,40              KB	42.125	[bn] Fundação Biblioteca Nacional
O Alienista|Machado de Assis	O Alienista	Machado de Assis	.pdf	117,32              KB	40.511	[ua] Universidade da Amazônia - UNAMA
O Alienista|Machado de Assis	O Alienista	Machado de Assis	.pdf	227,82              KB	107.013	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Anel de Polícrates|Machado de Assis	O Anel de Polícrates	Machado de Assis	.pdf	92,16              KB	6.483	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Anjo Caído|João Batista da Silva Leitão de Almeida Garrett	O Anjo Caído	João Batista da Silva Leitão de Almeida Garrett	.pdf	26,17              KB	4.942	[ua] Universidade da Amazônia - UNAMA
O Arco de Sant'ana|João Batista da Silva Leitão de Almeida Garrett	O Arco de Sant'ana	João Batista da Silva Leitão de Almeida Garrett	.pdf	880,39              KB	2.398	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Asa-negra|Artur Azevedo	O Asa-negra	Artur Azevedo	.pdf	67,66              KB	1.981	[bi] Biblioteca Virtual de Literatura
O Ateneu|Raul Pompéia	O Ateneu	Raul Pompéia	.pdf	490,50              KB	27.977	[bn] Fundação Biblioteca Nacional
O Ateneu|Raul Pompéia	O Ateneu	Raul Pompéia	.pdf	365,69              KB	5.906	[ua] Universidade da Amazônia - UNAMA
O Ateneu|Raul Pompéia	O Ateneu	Raul Pompéia	.pdf	634,40              KB	11.831	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O BAILE DO JUDEU|Inglês de Sousa	O BAILE DO JUDEU	Inglês de Sousa	.pdf	54,94              KB	3.656	[bi] Biblioteca Virtual de Literatura
O Badejo|Artur Azevedo	O Badejo	Artur Azevedo	.pdf	191,94              KB	1.818	[bn] Fundação Biblioteca Nacional
O Banqueiro Anarquista|Fernando Pessoa	O Banqueiro Anarquista	Fernando Pessoa	.pdf	147,83              KB	88.770	[pe] Pessoa Revisitado
O Barão de Pituaçu|Artur Azevedo	O Barão de Pituaçu	Artur Azevedo	.pdf	283,30              KB	1.686	[bi] Biblioteca Virtual de Literatura
O Barão de Pituaçu|Artur Azevedo	O Barão de Pituaçu	Artur Azevedo	.pdf	118,20              KB	662	[ua] Universidade da Amazônia - UNAMA
O Beija-Flor|Auta de Sousa	O Beija-Flor	Auta de Sousa	.pdf	33,73              KB	632	[wk] Wikipédia, a enciclopédia livre
O Bispo Negro|Alexandre Herculano	O Bispo Negro	Alexandre Herculano	.pdf	44,49              KB	6.104	[ua] Universidade da Amazônia - UNAMA
O Bobo|Alexandre Herculano	O Bobo	Alexandre Herculano	.pdf	578,83              KB	6.032	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Bote de rapé|Machado de Assis	O Bote de rapé	Machado de Assis	.pdf	78,74              KB	3.519	[fs] Universidade Federal de Santa Catarina - UFSC
O Brasil anedótico|Humberto de Campos	O Brasil anedótico	Humberto de Campos	.pdf	621,69              KB	6.222	[bi] Biblioteca Virtual de Literatura
O Cabeleira|Franklin Távora	O Cabeleira	Franklin Távora	.pdf	661,00              KB	7.358	[bn] Fundação Biblioteca Nacional
O Cabeleira|Franklin Távora	O Cabeleira	Franklin Távora	.pdf	293,52              KB	1.798	[ua] Universidade da Amazônia - UNAMA
O Cabeleira|Franklin Távora	O Cabeleira	Franklin Távora	.pdf	1,01              MB	3.527	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Califa da Rua do Sabão|Artur Azevedo	O Califa da Rua do Sabão	Artur Azevedo	.pdf	136,65              KB	1.038	[bn] Fundação Biblioteca Nacional
O Califa da Rua do Sabão|Artur Azevedo	O Califa da Rua do Sabão	Artur Azevedo	.pdf	227,21              KB	1.594	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Califa da Rua do Sabão|Artur Azevedo	O Califa da Rua do Sabão	Artur Azevedo	.pdf	376,54              KB	889	[ua] Universidade da Amazônia - UNAMA
O Cancioneiro Português da Vaticana|Teófilo Braga	O Cancioneiro Português da Vaticana	Teófilo Braga	.pdf	132,02              KB	2.809	[gu] Projeto Gutenberg
O Castelo da Faria|Alexandre Herculano	O Castelo da Faria	Alexandre Herculano	.pdf	60,03              KB	2.482	[bi] Biblioteca Virtual de Literatura
O Caçador Doméstico|Afonso Henriques de Lima Barreto	O Caçador Doméstico	Afonso Henriques de Lima Barreto	.pdf	186,37              KB	2.209	[ua] Universidade da Amazônia - UNAMA
O Caçador de Esmeraldas|Olavo Bilac	O Caçador de Esmeraldas	Olavo Bilac	.pdf	256,10              KB	6.702	[ua] Universidade da Amazônia - UNAMA
O Caçador de Esmeraldas|Olavo Bilac	O Caçador de Esmeraldas	Olavo Bilac	.pdf	86,42              KB	5.895	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Cemitério dos Vivos|Afonso Henriques de Lima Barreto	O Cemitério dos Vivos	Afonso Henriques de Lima Barreto	.pdf	881,76              KB	23.902	[ua] Universidade da Amazônia - UNAMA
O Cemitério dos Vivos|Afonso Henriques de Lima Barreto	O Cemitério dos Vivos	Afonso Henriques de Lima Barreto	.pdf	576,32              KB	6.310	[bn] Fundação Biblioteca Nacional
O Cemitério dos Vivos|Afonso Henriques de Lima Barreto	O Cemitério dos Vivos	Afonso Henriques de Lima Barreto	.pdf	279,42              KB	5.358	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Chapéu|Artur Azevedo	O Chapéu	Artur Azevedo	.pdf	58,20              KB	1.966	[bi] Biblioteca Virtual de Literatura
O Conde d'Abranhos|José Maria Eça de Queirós	O Conde d'Abranhos	José Maria Eça de Queirós	.pdf	692,95              KB	4.327	[eq] Texto Integral das Obras de Eça de Queirós
O Coração e o Beijo|Auta de Sousa	O Coração e o Beijo	Auta de Sousa	.pdf	35,46              KB	678	[wk] Wikipédia, a enciclopédia livre
O Cortiço|Aluísio Azevedo	O Cortiço	Aluísio Azevedo	.pdf	586,70              KB	52.476	[bn] Fundação Biblioteca Nacional
O Cortiço|Aluísio Azevedo	O Cortiço	Aluísio Azevedo	.pdf	478,64              KB	75.683	[ua] Universidade da Amazônia - UNAMA
O Cortiço|Aluísio Azevedo	O Cortiço	Aluísio Azevedo	.pdf	1,17              MB	95.375	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Coruja|Aluísio Azevedo	O Coruja	Aluísio Azevedo	.pdf	1,10              MB	4.818	[bi] Biblioteca Virtual de Literatura
O Crime do Padre Amaro|José Maria Eça de Queirós	O Crime do Padre Amaro	José Maria Eça de Queirós	.pdf	1,80              MB	61.710	[ph] Phoenix-Library
O Crime do Padre Amaro|José Maria Eça de Queirós	O Crime do Padre Amaro	José Maria Eça de Queirós	.pdf	3,17              MB	41.480	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Cuco|Artur Azevedo	O Cuco	Artur Azevedo	.pdf	50,18              KB	1.115	[bi] Biblioteca Virtual de Literatura
O Cônego ou Metafísica do Estilo|Machado de Assis	O Cônego ou Metafísica do Estilo	Machado de Assis	.pdf	33,35              KB	3.368	[ua] Universidade da Amazônia - UNAMA
O Cônego ou Metafísica do Estilo|Machado de Assis	O Cônego ou Metafísica do Estilo	Machado de Assis	.pdf	84,74              KB	5.547	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O D N A de Emanuel|Rilvan Batista de Santana	O D N A de Emanuel	Rilvan Batista de Santana	.pdf	248,70              KB	522	[ea] Edição do Autor
O Defunto|Thomaz Lopes	O Defunto	Thomaz Lopes	.pdf	35,22              KB	1.958	[ua] Universidade da Amazônia - UNAMA
O Demônio Familiar|José de Alencar	O Demônio Familiar	José de Alencar	.pdf	319,54              KB	22.522	[bi] Biblioteca Virtual de Literatura
O Devanear do Céptico|Bernardo Guimarães	O Devanear do Céptico	Bernardo Guimarães	.pdf	79,82              KB	2.305	[bn] Fundação Biblioteca Nacional
O Dicionário|Machado de Assis	O Dicionário	Machado de Assis	.pdf	60,29              KB	20.311	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Diletante|Artur Azevedo	O Diletante	Artur Azevedo	.pdf	744,31              KB	1.163	[bn] Fundação Biblioteca Nacional
O Diplomático|Machado de Assis	O Diplomático	Machado de Assis	.pdf	98,56              KB	4.647	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Diplomático|Machado de Assis	O Diplomático	Machado de Assis	.pdf	41,75              KB	3.173	[ua] Universidade da Amazônia - UNAMA
O Dote|Artur Azevedo	O Dote	Artur Azevedo	.pdf	744,31              KB	2.294	[bn] Fundação Biblioteca Nacional
O Duplo|Coelho Neto	O Duplo	Coelho Neto	.pdf	50,71              KB	2.046	[bi] Biblioteca Virtual de Literatura
O Duplo|Coelho Neto	O Duplo	Coelho Neto	.pdf	30,82              KB	1.379	[ua] Universidade da Amazônia - UNAMA
O Elixir da Longa Vida|Honoré de Balzac	O Elixir da Longa Vida	Honoré de Balzac	.pdf	61,81              KB	24.392	[cv] CultVox
O Elixir do Pajé|Bernardo Guimarães	O Elixir do Pajé	Bernardo Guimarães	.pdf	62,74              KB	1.937	[fs] Universidade Federal de Santa Catarina - UFSC
O Elixir do Pajé|Bernardo Guimarães	O Elixir do Pajé	Bernardo Guimarães	.pdf	31,63              KB	3.889	[ua] Universidade da Amazônia - UNAMA
O Elogio da Mentira e outras histórias|Lycio de Faria	O Elogio da Mentira e outras histórias	Lycio de Faria	.pdf	745,99              KB	3.401	[ea] Edição do Autor
O Empréstimo|Machado de Assis	O Empréstimo	Machado de Assis	.pdf	91,78              KB	6.313	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Enfermeiro|Machado de Assis	O Enfermeiro	Machado de Assis	.pdf	40,54              KB	11.056	[ua] Universidade da Amazônia - UNAMA
O Enfermeiro|Machado de Assis	O Enfermeiro	Machado de Assis	.pdf	79,80              KB	30.771	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Ermitão de Muquém|Bernardo Guimarães	O Ermitão de Muquém	Bernardo Guimarães	.pdf	263,24              KB	2.089	[ua] Universidade da Amazônia - UNAMA
O Ermitão do Muquém|Bernardo Guimarães	O Ermitão do Muquém	Bernardo Guimarães	.pdf	531,88              KB	2.562	[bn] Fundação Biblioteca Nacional
O Escravocrata|Artur Azevedo	O Escravocrata	Artur Azevedo	.pdf	186,74              KB	1.977	[bn] Fundação Biblioteca Nacional
O Escravocrata|Artur Azevedo	O Escravocrata	Artur Azevedo	.pdf	91,05              KB	931	[ua] Universidade da Amazônia - UNAMA
O Espelho|Machado de Assis	O Espelho	Machado de Assis	.pdf	95,50              KB	81.116	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Espírito|Artur Azevedo	O Espírito	Artur Azevedo	.pdf	49,19              KB	3.867	[bi] Biblioteca Virtual de Literatura
O Esqueleto|Aluísio Azevedo	O Esqueleto	Aluísio Azevedo	.pdf	316,53              KB	4.286	[bi] Biblioteca Virtual de Literatura
O Eu profundo e os outros Eus.|Fernando Pessoa	O Eu profundo e os outros Eus.	Fernando Pessoa	.pdf	133,57              KB	261.417	[vo] Colaboração Voluntária
O Falso Dom Henrique V|Afonso Henriques de Lima Barreto	O Falso Dom Henrique V	Afonso Henriques de Lima Barreto	.pdf	213,56              KB	2.446	[ua] Universidade da Amazônia - UNAMA
O Filho de Gabriela|Afonso Henriques de Lima Barreto	O Filho de Gabriela	Afonso Henriques de Lima Barreto	.pdf	248,37              KB	3.194	[ua] Universidade da Amazônia - UNAMA
O Galo|Artur Azevedo	O Galo	Artur Azevedo	.pdf	47,69              KB	1.678	[bi] Biblioteca Virtual de Literatura
O Galã|Artur Azevedo	O Galã	Artur Azevedo	.pdf	63,94              KB	1.988	[bi] Biblioteca Virtual de Literatura
O Garatuja|José de Alencar	O Garatuja	José de Alencar	.pdf	342,87              KB	4.214	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Garimpeiro|Bernardo Guimarães	O Garimpeiro	Bernardo Guimarães	.pdf	604,23              KB	4.434	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Gaúcho|José de Alencar	O Gaúcho	José de Alencar	.pdf	687,20              KB	8.622	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Gramático|Artur Azevedo	O Gramático	Artur Azevedo	.pdf	65,12              KB	2.130	[bi] Biblioteca Virtual de Literatura
O Guarani|José de Alencar	O Guarani	José de Alencar	.pdf	1.015,71              KB	79.089	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Guardador de Rebanhos|Fernando Pessoa	O Guardador de Rebanhos	Fernando Pessoa	.pdf	124,22              KB	133.811	[pe] Pessoa Revisitado
O Homem|Aluísio Azevedo	O Homem	Aluísio Azevedo	.pdf	270,00              KB	6.353	[bi] Biblioteca Virtual de Literatura
O Homem|Artur Azevedo	O Homem	Artur Azevedo	.pdf	330,85              KB	2.097	[bi] Biblioteca Virtual de Literatura
O Homem dos Quarenta Escudos|François-Marie Arouet (Voltaire)	O Homem dos Quarenta Escudos	François-Marie Arouet (Voltaire)	.pdf	118,83              KB	5.136	[cv] CultVox
O Homem que Sabia Javanês|Afonso Henriques de Lima Barreto	O Homem que Sabia Javanês	Afonso Henriques de Lima Barreto	.pdf	239,34              KB	11.306	[ua] Universidade da Amazônia - UNAMA
O Homem que Sabia Javanês e Outros Contos|Afonso Henriques de Lima Barreto	O Homem que Sabia Javanês e Outros Contos	Afonso Henriques de Lima Barreto	.pdf	373,38              KB	26.587	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Humor e a Ironia em Bernardo de Guimarães|Bernardo Guimarães	O Humor e a Ironia em Bernardo de Guimarães	Bernardo Guimarães	.pdf	200,60              KB	3.501	[bn] Fundação Biblioteca Nacional
O Ingênuo|François-Marie Arouet (Voltaire)	O Ingênuo	François-Marie Arouet (Voltaire)	.pdf	126,01              KB	7.660	[cv] CultVox
O Japão|Aluísio Azevedo	O Japão	Aluísio Azevedo	.pdf	348,32              KB	4.929	[bi] Biblioteca Virtual de Literatura
O Jaó|Artur Azevedo	O Jaó	Artur Azevedo	.pdf	48,41              KB	1.037	[bi] Biblioteca Virtual de Literatura
O Judas em Sábado de Aleluia|Luís Carlos Martins Pena	O Judas em Sábado de Aleluia	Luís Carlos Martins Pena	.pdf	71,32              KB	8.861	[bn] Fundação Biblioteca Nacional
O Judas em Sábado de Aleluia|Luís Carlos Martins Pena	O Judas em Sábado de Aleluia	Luís Carlos Martins Pena	.pdf	69,99              KB	2.565	[ua] Universidade da Amazônia - UNAMA
O Juiz de Paz da Roça|Luís Carlos Martins Pena	O Juiz de Paz da Roça	Luís Carlos Martins Pena	.pdf	349,17              KB	14.615	[bn] Fundação Biblioteca Nacional
O Juiz de Paz da Roça|Luís Carlos Martins Pena	O Juiz de Paz da Roça	Luís Carlos Martins Pena	.pdf	63,42              KB	4.949	[ua] Universidade da Amazônia - UNAMA
O Juiz de Paz da Roça|Luís Carlos Martins Pena	O Juiz de Paz da Roça	Luís Carlos Martins Pena	.pdf	126,61              KB	4.228	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Lapso|Machado de Assis	O Lapso	Machado de Assis	.pdf	79,93              KB	5.074	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Lencinho|Artur Azevedo	O Lencinho	Artur Azevedo	.pdf	47,26              KB	1.616	[bi] Biblioteca Virtual de Literatura
O Liberato|Artur Azevedo	O Liberato	Artur Azevedo	.pdf	171,48              KB	1.667	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Liberato|Artur Azevedo	O Liberato	Artur Azevedo	.pdf	50,83              KB	793	[ua] Universidade da Amazônia - UNAMA
O Livro Derradeiro|João da Cruz e Sousa	O Livro Derradeiro	João da Cruz e Sousa	.pdf	312,56              KB	2.360	[ua] Universidade da Amazônia - UNAMA
O Livro Derradeiro|João da Cruz e Sousa	O Livro Derradeiro	João da Cruz e Sousa	.pdf	1,64              MB	3.250	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Livro da Lei|Aleister Crowley	O Livro da Lei	Aleister Crowley	.pdf	91,58              KB	64.237	[ph] Phoenix-Library
O Livro de Cesario Verde|José Joaquim Cesário Verde	O Livro de Cesario Verde	José Joaquim Cesário Verde	.pdf	216,62              KB	1.332	[gu] Projeto Gutenberg
O Livro de Cesario Verde|José Joaquim Cesário Verde	O Livro de Cesario Verde	José Joaquim Cesário Verde	.pdf	153,56              KB	3.373	[gu] Projeto Gutenberg
O Livro de Cesário Verde|José Joaquim Cesário Verde	O Livro de Cesário Verde	José Joaquim Cesário Verde	.pdf	636,85              KB	12.406	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Livro de uma Sogra|Aluísio Azevedo	O Livro de uma Sogra	Aluísio Azevedo	.pdf	282,76              KB	2.369	[ua] Universidade da Amazônia - UNAMA
O Livro de uma Sogra|Aluísio Azevedo	O Livro de uma Sogra	Aluísio Azevedo	.pdf	696,44              KB	7.508	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Livro de uma Sogra|Aluísio Azevedo	O Livro de uma Sogra	Aluísio Azevedo	.pdf	596,59              KB	3.661	[bn] Fundação Biblioteca Nacional
O Lobisomem|Raymundo Magalhães	O Lobisomem	Raymundo Magalhães	.pdf	36,08              KB	1.928	[ua] Universidade da Amazônia - UNAMA
O Lobisomem|Raymundo Magalhães	O Lobisomem	Raymundo Magalhães	.pdf	74,26              KB	2.242	[bi] Biblioteca Virtual de Literatura
O Major Napoleão|M. Pinheiro Chagas	O Major Napoleão	M. Pinheiro Chagas	.pdf	10,59              MB	691	[ub] Universidade de Brasília
O Mambembe|Artur Azevedo	O Mambembe	Artur Azevedo	.pdf	402,85              KB	6.397	[bn] Fundação Biblioteca Nacional
O Mandarim|José Maria Eça de Queirós	O Mandarim	José Maria Eça de Queirós	.pdf	329,37              KB	4.327	[ua] Universidade da Amazônia - UNAMA
O Mandarim|José Maria Eça de Queirós	O Mandarim	José Maria Eça de Queirós	.pdf	377,50              KB	6.552	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Matuto|Franklin Távora	O Matuto	Franklin Távora	.pdf	1,07              MB	4.876	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Mercador de Veneza|William Shakespeare	O Mercador de Veneza	William Shakespeare	.pdf	133,57              KB	136.119	[cv] CultVox
O Meu Criado João|Artur Azevedo	O Meu Criado João	Artur Azevedo	.pdf	42,90              KB	1.699	[bi] Biblioteca Virtual de Literatura
O Missionário|Inglês de Sousa	O Missionário	Inglês de Sousa	.pdf	556,18              KB	1.170	[ua] Universidade da Amazônia - UNAMA
O Missionário|Inglês de Sousa	O Missionário	Inglês de Sousa	.pdf	1.006,13              KB	6.590	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Mistério da Estrada de Sintra|José Maria Eça de Queirós	O Mistério da Estrada de Sintra	José Maria Eça de Queirós	.pdf	797,09              KB	6.191	[eq] Texto Integral das Obras de Eça de Queirós
O Monstro e Outros Contos|Humberto de Campos	O Monstro e Outros Contos	Humberto de Campos	.pdf	185,34              KB	2.838	[ua] Universidade da Amazônia - UNAMA
O Monstro e Outros contos|Humberto de Campos	O Monstro e Outros contos	Humberto de Campos	.pdf	439,13              KB	5.568	[bi] Biblioteca Virtual de Literatura
O Movimento da Independência,|Oliveira Lima	O Movimento da Independência,	Oliveira Lima	.pdf	1,89              MB	3.269	[bi] Biblioteca Virtual de Literatura
O Moço Loiro|Joaquim Manuel de Macedo	O Moço Loiro	Joaquim Manuel de Macedo	.pdf	1,19              MB	8.207	[bn] Fundação Biblioteca Nacional
O Mulato|Aluísio Azevedo	O Mulato	Aluísio Azevedo	.pdf	530,65              KB	23.369	[bn] Fundação Biblioteca Nacional
O Mulato|Aluísio Azevedo	O Mulato	Aluísio Azevedo	.pdf	587,67              KB	10.956	[ua] Universidade da Amazônia - UNAMA
O Mulato|Aluísio Azevedo	O Mulato	Aluísio Azevedo	.pdf	1,49              MB	13.099	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Mundo como Está|François-Marie Arouet (Voltaire)	O Mundo como Está	François-Marie Arouet (Voltaire)	.pdf	43,83              KB	7.527	[cv] CultVox
O Namorador ou a Noite de São João|Luís Carlos Martins Pena	O Namorador ou a Noite de São João	Luís Carlos Martins Pena	.pdf	153,44              KB	4.110	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Navio Negreiro|Antônio Frederico de Castro Alves	O Navio Negreiro	Antônio Frederico de Castro Alves	.pdf	35,33              KB	6.258	[ua] Universidade da Amazônia - UNAMA
O Navio Negreiro|Antônio Frederico de Castro Alves	O Navio Negreiro	Antônio Frederico de Castro Alves	.pdf	95,71              KB	53.925	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Navio Negreiro|Antônio Frederico de Castro Alves	O Navio Negreiro	Antônio Frederico de Castro Alves	.pdf	91,32              KB	26.875	[bn] Fundação Biblioteca Nacional
O Noviço|Luís Carlos Martins Pena	O Noviço	Luís Carlos Martins Pena	.pdf	302,66              KB	10.020	[bn] Fundação Biblioteca Nacional
O Noviço|Luís Carlos Martins Pena	O Noviço	Luís Carlos Martins Pena	.pdf	109,98              KB	3.079	[ua] Universidade da Amazônia - UNAMA
O Noviço|Luís Carlos Martins Pena	O Noviço	Luís Carlos Martins Pena	.pdf	218,52              KB	4.599	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Número da Sepultura|Afonso Henriques de Lima Barreto	O Número da Sepultura	Afonso Henriques de Lima Barreto	.pdf	249,88              KB	3.912	[ua] Universidade da Amazônia - UNAMA
O Oráculo|Machado de Assis	O Oráculo	Machado de Assis	.pdf	84,71              KB	6.955	[fs] Universidade Federal de Santa Catarina - UFSC
O Pai|Machado de Assis	O Pai	Machado de Assis	.pdf	148,72              KB	5.512	[fs] Universidade Federal de Santa Catarina - UFSC
O Palhaço|Artur Azevedo	O Palhaço	Artur Azevedo	.pdf	43,44              KB	2.226	[bi] Biblioteca Virtual de Literatura
O Parnaso Obsequioso e Obras Poéticas|Cláudio Manuel da Costa (Glauceste Satúrnio)	O Parnaso Obsequioso e Obras Poéticas	Cláudio Manuel da Costa (Glauceste Satúrnio)	.pdf	141,58              KB	3.666	[fs] Universidade Federal de Santa Catarina - UFSC
O Parocho da aldeia|Alexandre Herculano	O Parocho da aldeia	Alexandre Herculano	.pdf	422,66              KB	1.459	[ws] Wikisource
O Passado, passado|Machado de Assis	O Passado, passado	Machado de Assis	.pdf	95,72              KB	4.526	[fs] Universidade Federal de Santa Catarina - UFSC
O Paulo|Artur Azevedo	O Paulo	Artur Azevedo	.pdf	38,05              KB	1.555	[bi] Biblioteca Virtual de Literatura
O País das Quimeras|Machado de Assis	O País das Quimeras	Machado de Assis	.pdf	110,91              KB	5.728	[fs] Universidade Federal de Santa Catarina - UFSC
O Pecado|Afonso Henriques de Lima Barreto	O Pecado	Afonso Henriques de Lima Barreto	.pdf	193,46              KB	4.635	[ua] Universidade da Amazônia - UNAMA
O Penúltimo poema|Alberto Caeiro	O Penúltimo poema	Alberto Caeiro	.pdf	32,75              KB	585	[wk] Wikipédia, a enciclopédia livre
O Poeta e a Inquisição|Visconde de Araguaia	O Poeta e a Inquisição	Visconde de Araguaia	.pdf	124,96              KB	4.317	[bn] Fundação Biblioteca Nacional
O Primo Basílio|José Maria Eça de Queirós	O Primo Basílio	José Maria Eça de Queirós	.pdf	1,79              MB	64.650	[ph] Phoenix-Library
O Primo Basílio|José Maria Eça de Queirós	O Primo Basílio	José Maria Eça de Queirós	.pdf	187,82              KB	23.975	[ua] Universidade da Amazônia - UNAMA
O Primo Basílio|José Maria Eça de Queirós	O Primo Basílio	José Maria Eça de Queirós	.pdf	1,57              MB	40.914	[bi] Biblioteca Virtual de Literatura
O Primo da Califórnia|Joaquim Manuel de Macedo	O Primo da Califórnia	Joaquim Manuel de Macedo	.pdf	113,33              KB	2.280	[ua] Universidade da Amazônia - UNAMA
O Primo da Califórnia|Joaquim Manuel de Macedo	O Primo da Califórnia	Joaquim Manuel de Macedo	.pdf	241,54              KB	2.483	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
O Protocolo|Machado de Assis	O Protocolo	Machado de Assis	.pdf	149,81              KB	5.021	[fs] Universidade Federal de Santa Catarina - UFSC
O Príncipe Sapo|Adolfo Coelho	O Príncipe Sapo	Adolfo Coelho	.pdf	40,48              KB	1.317	[wk] Wikipédia, a enciclopédia livre
