original_id	work_title	work_authors	file_format	file_size	number_of_access	original_source
Quem Casa, Quer Casa|Luís Carlos Martins Pena	Quem Casa, Quer Casa	Luís Carlos Martins Pena	.pdf	94,11              KB	3.881	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Quem conta em conto...|Machado de Assis	Quem conta em conto...	Machado de Assis	.pdf	78,20              KB	7.755	[fs] Universidade Federal de Santa Catarina - UFSC
Quem ele era?|Artur Azevedo	Quem ele era?	Artur Azevedo	.pdf	46,91              KB	1.772	[bi] Biblioteca Virtual de Literatura
Quem me dera que a minha vida fosse um carro de bois|Alberto Caeiro	Quem me dera que a minha vida fosse um carro de bois	Alberto Caeiro	.pdf	41,36              KB	527	[wk] Wikipédia, a enciclopédia livre
Quem me dera que eu fosse o pó da estrada|Alberto Caeiro	Quem me dera que eu fosse o pó da estrada	Alberto Caeiro	.pdf	39,00              KB	659	[wk] Wikipédia, a enciclopédia livre
Quem não quer ser lobo...|Machado de Assis	Quem não quer ser lobo...	Machado de Assis	.pdf	136,66              KB	3.635	[fs] Universidade Federal de Santa Catarina - UFSC
Quem vos mui bem visse, senhor|Dom Dinis	Quem vos mui bem visse, senhor	Dom Dinis	.pdf	42,46              KB	409	[wk] Wikipédia, a enciclopédia livre
Quer'eu em maneira de proençal|Dom Dinis	Quer'eu em maneira de proençal	Dom Dinis	.pdf	41,81              KB	416	[wk] Wikipédia, a enciclopédia livre
Quero vos eu, mha irmana, rogar|Bernardo de Bonaval	Quero vos eu, mha irmana, rogar	Bernardo de Bonaval	.pdf	38,56              KB	474	[wk] Wikipédia, a enciclopédia livre
Questão de vaidade|Machado de Assis	Questão de vaidade	Machado de Assis	.pdf	171,32              KB	4.864	[fs] Universidade Federal de Santa Catarina - UFSC
Quincas Borba|Machado de Assis	Quincas Borba	Machado de Assis	.pdf	438,16              KB	15.135	[ua] Universidade da Amazônia - UNAMA
Quincas Borba|Machado de Assis	Quincas Borba	Machado de Assis	.pdf	636,08              KB	59.355	[bn] Fundação Biblioteca Nacional
Quincas Borba|Machado de Assis	Quincas Borba	Machado de Assis	.pdf	686,98              KB	30.741	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Quinhentos Contos|Machado de Assis	Quinhentos Contos	Machado de Assis	.pdf	66,26              KB	8.556	[ua] Universidade da Amazônia - UNAMA
Quisera vosco falar de grado|Dom Dinis	Quisera vosco falar de grado	Dom Dinis	.pdf	43,33              KB	404	[wk] Wikipédia, a enciclopédia livre
Quix ben, amigos, e quer'e querrei|Dom Dinis	Quix ben, amigos, e quer'e querrei	Dom Dinis	.pdf	42,41              KB	437	[wk] Wikipédia, a enciclopédia livre
Recanto aprazível: poesias 2008|Valdecir de Oliveira Anselmo	Recanto aprazível: poesias 2008	Valdecir de Oliveira Anselmo	.pdf	410,36              KB	632	[ea] Edição do Autor
Recendência - poesias|Valdecir de Oliveira Anselmo	Recendência - poesias	Valdecir de Oliveira Anselmo	.pdf	484,10              KB	918	[ea] Edição do Autor
Recordações do Escrivão Isaías Caminha|Afonso Henriques de Lima Barreto	Recordações do Escrivão Isaías Caminha	Afonso Henriques de Lima Barreto	.pdf	627,83              KB	8.402	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Recuerdo|Auta de Sousa	Recuerdo	Auta de Sousa	.pdf	43,01              KB	462	[wk] Wikipédia, a enciclopédia livre
Redondilhas|Luís Vaz de Camões	Redondilhas	Luís Vaz de Camões	.pdf	1,54              MB	21.399	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Regina Coeli|Auta de Sousa	Regina Coeli	Auta de Sousa	.pdf	46,26              KB	483	[wk] Wikipédia, a enciclopédia livre
Regina Martyrum|Auta de Sousa	Regina Martyrum	Auta de Sousa	.pdf	34,29              KB	493	[wk] Wikipédia, a enciclopédia livre
Relação do Piloto Anônimo|Anônimo	Relação do Piloto Anônimo	Anônimo	.pdf	17,67              KB	1.246	[cv] CultVox
Relação do Piloto Anônimo|Anônimo	Relação do Piloto Anônimo	Anônimo	.pdf	103,95              KB	1.613	[bn] Fundação Biblioteca Nacional
Reliquiae|Florbela Espanca	Reliquiae	Florbela Espanca	.pdf	97,32              KB	15.327	[bi] Biblioteca Virtual de Literatura
Relíquias da Casa Velha|Machado de Assis	Relíquias da Casa Velha	Machado de Assis	.pdf	201,08              KB	3.111	[ua] Universidade da Amazônia - UNAMA
Relíquias da Casa Velha|Machado de Assis	Relíquias da Casa Velha	Machado de Assis	.pdf	378,81              KB	4.870	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Relíquias da Casa Velha|Machado de Assis	Relíquias da Casa Velha	Machado de Assis	.pdf	427,36              KB	6.308	[bn] Fundação Biblioteca Nacional
Reminiscências|Visconde de Taunay	Reminiscências	Visconde de Taunay	.pdf	8,31              MB	2.026	[ub] Universidade de Brasília
Remissão de Pecados|Joaquim Manuel de Macedo	Remissão de Pecados	Joaquim Manuel de Macedo	.pdf	146,74              KB	3.698	[bn] Fundação Biblioteca Nacional
Renascimento|Auta de Sousa	Renascimento	Auta de Sousa	.pdf	34,50              KB	687	[wk] Wikipédia, a enciclopédia livre
Renato|Auta de Sousa	Renato	Auta de Sousa	.pdf	33,87              KB	471	[wk] Wikipédia, a enciclopédia livre
Ressureição|Machado de Assis	Ressureição	Machado de Assis	.pdf	468,58              KB	8.879	[fs] Universidade Federal de Santa Catarina - UFSC
Retalhos|Rilvan Batista de Santana	Retalhos	Rilvan Batista de Santana	.pdf	282,60              KB	546	[ea] Edição do Autor
Rimas|Auta de Sousa	Rimas	Auta de Sousa	.pdf	46,50              KB	602	[wk] Wikipédia, a enciclopédia livre
Rimo quando calha|Alberto Caeiro	Rimo quando calha	Alberto Caeiro	.pdf	40,23              KB	511	[wk] Wikipédia, a enciclopédia livre
Ritmos e idéias|Luís Murat	Ritmos e idéias	Luís Murat	.pdf	275,88              KB	550	[ub] Universidade de Brasília
Roga-m'hoje, filha, o voss'amigo|Dom Dinis	Roga-m'hoje, filha, o voss'amigo	Dom Dinis	.pdf	41,77              KB	400	[wk] Wikipédia, a enciclopédia livre
Romance de uma Velha|Joaquim Manuel de Macedo	Romance de uma Velha	Joaquim Manuel de Macedo	.pdf	136,11              KB	4.674	[bn] Fundação Biblioteca Nacional
Romances tocantinenses: uma abordagem crítica|Flávio Alves da Silva	Romances tocantinenses: uma abordagem crítica	Flávio Alves da Silva	.pdf	354,39              KB	686	[ea] Edição do Autor
Rosa murcha|Casimiro de Abreu	Rosa murcha	Casimiro de Abreu	.pdf	36,33              KB	536	[wk] Wikipédia, a enciclopédia livre
Rosas com espinhos (contos)|Rilvan Batista de Santana	Rosas com espinhos (contos)	Rilvan Batista de Santana	.pdf	267,52              KB	529	[ea] Edição do Autor
Rozaura, a enjeitada|Bernardo Guimarães	Rozaura, a enjeitada	Bernardo Guimarães	.pdf	15,07              MB	2.336	[ub] Universidade de Brasília
Ruy de Leão|Machado de Assis	Ruy de Leão	Machado de Assis	.pdf	128,06              KB	4.407	[fs] Universidade Federal de Santa Catarina - UFSC
Ruy: o escudeiro|Luís da Silva Mouzinho de Albuquerque	Ruy: o escudeiro	Luís da Silva Mouzinho de Albuquerque	.pdf	297,42              KB	434	[my] Many Books Net
Róseo menino|Auta de Sousa	Róseo menino	Auta de Sousa	.pdf	45,68              KB	505	[wk] Wikipédia, a enciclopédia livre
Sabina|Artur Azevedo	Sabina	Artur Azevedo	.pdf	59,94              KB	1.671	[bi] Biblioteca Virtual de Literatura
Sales|Machado de Assis	Sales	Machado de Assis	.pdf	82,04              KB	3.075	[fs] Universidade Federal de Santa Catarina - UFSC
Sancta Virgo Virginum: Prece|Auta de Sousa	Sancta Virgo Virginum: Prece	Auta de Sousa	.pdf	35,60              KB	429	[wk] Wikipédia, a enciclopédia livre
Sancta Virgo Virginum: Prece|Auta de Sousa	Sancta Virgo Virginum: Prece	Auta de Sousa	.pdf	35,60              KB	466	[wk] Wikipédia, a enciclopédia livre
Sangue de africano|Antônio Frederico de Castro Alves	Sangue de africano	Antônio Frederico de Castro Alves	.pdf	31,95              KB	941	[wk] Wikipédia, a enciclopédia livre
Sarças de Fogo|Olavo Bilac	Sarças de Fogo	Olavo Bilac	.pdf	542,37              KB	2.562	[ua] Universidade da Amazônia - UNAMA
Sarças de Fogo|Olavo Bilac	Sarças de Fogo	Olavo Bilac	.pdf	148,02              KB	4.700	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Satíricos portugueses|João Ribeiro	Satíricos portugueses	João Ribeiro	.pdf	23,02              MB	788	[ub] Universidade de Brasília
Saudade|Auta de Sousa	Saudade	Auta de Sousa	.pdf	46,92              KB	703	[wk] Wikipédia, a enciclopédia livre
Saudades|Casimiro de Abreu	Saudades	Casimiro de Abreu	.pdf	30,95              KB	1.105	[wk] Wikipédia, a enciclopédia livre
Schopenhauer|Thomas Mann	Schopenhauer	Thomas Mann	.pdf	68,44              KB	41.087	[cv] CultVox
Se depois de eu morrer|Alberto Caeiro	Se depois de eu morrer	Alberto Caeiro	.pdf	41,45              KB	677	[wk] Wikipédia, a enciclopédia livre
Se eu morrer novo|Alberto Caeiro	Se eu morrer novo	Alberto Caeiro	.pdf	43,71              KB	597	[wk] Wikipédia, a enciclopédia livre
Se eu podess'ora meu coraçom|Dom Dinis	Se eu podess'ora meu coraçom	Dom Dinis	.pdf	40,91              KB	470	[wk] Wikipédia, a enciclopédia livre
Se eu pudesse trincar a terra toda|Alberto Caeiro	Se eu pudesse trincar a terra toda	Alberto Caeiro	.pdf	39,88              KB	562	[wk] Wikipédia, a enciclopédia livre
Se gradoedes, amigo|Afonso Eanes de Coton	Se gradoedes, amigo	Afonso Eanes de Coton	.pdf	33,76              KB	711	[wk] Wikipédia, a enciclopédia livre
Se hoj'em vós há nenhum mal, senhor|Dom Dinis	Se hoj'em vós há nenhum mal, senhor	Dom Dinis	.pdf	41,65              KB	399	[wk] Wikipédia, a enciclopédia livre
Se o homem fosse, como deveria ser|Alberto Caeiro	Se o homem fosse, como deveria ser	Alberto Caeiro	.pdf	40,95              KB	582	[wk] Wikipédia, a enciclopédia livre
Se quiserem que eu tenha um misticismo|Alberto Caeiro	Se quiserem que eu tenha um misticismo	Alberto Caeiro	.pdf	39,37              KB	547	[wk] Wikipédia, a enciclopédia livre
Se veess'o meu amigo|Bernardo de Bonaval	Se veess'o meu amigo	Bernardo de Bonaval	.pdf	32,22              KB	487	[wk] Wikipédia, a enciclopédia livre
Se às vezes digo que as flores sorriem|Alberto Caeiro	Se às vezes digo que as flores sorriem	Alberto Caeiro	.pdf	42,34              KB	602	[wk] Wikipédia, a enciclopédia livre
Segredos|Casimiro de Abreu	Segredos	Casimiro de Abreu	.pdf	37,24              KB	725	[wk] Wikipédia, a enciclopédia livre
Segundos Cantos e Sextilhas de Frei Antão|Antônio Gonçalves Dias	Segundos Cantos e Sextilhas de Frei Antão	Antônio Gonçalves Dias	.pdf	572,88              KB	5.777	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Seja o que for que esteja no centro do Mundo|Alberto Caeiro	Seja o que for que esteja no centro do Mundo	Alberto Caeiro	.pdf	47,49              KB	464	[wk] Wikipédia, a enciclopédia livre
Seleção de Obras Poéticas|Gregório de Matos	Seleção de Obras Poéticas	Gregório de Matos	.pdf	307,29              KB	20.983	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Seleção de Obras Poéticas|Gregório de Matos	Seleção de Obras Poéticas	Gregório de Matos	.pdf	38,57              KB	7.445	[ua] Universidade da Amazônia - UNAMA
Seleção de Obras Poéticas II|Gregório de Matos	Seleção de Obras Poéticas II	Gregório de Matos	.pdf	50,51              KB	5.533	[ua] Universidade da Amazônia - UNAMA
Sempr'eu, mia senhor, desejei|Dom Dinis	Sempr'eu, mia senhor, desejei	Dom Dinis	.pdf	41,16              KB	407	[wk] Wikipédia, a enciclopédia livre
Sempre que penso uma coisa, traio-a|Alberto Caeiro	Sempre que penso uma coisa, traio-a	Alberto Caeiro	.pdf	40,40              KB	567	[wk] Wikipédia, a enciclopédia livre
Sempre sonhos!...|Casimiro de Abreu	Sempre sonhos!...	Casimiro de Abreu	.pdf	36,19              KB	655	[wk] Wikipédia, a enciclopédia livre
Sempre vos eu doutra rem mais amei|Afonso Sanches	Sempre vos eu doutra rem mais amei	Afonso Sanches	.pdf	32,70              KB	583	[wk] Wikipédia, a enciclopédia livre
Senhor fremosa e de mui loução|Dom Dinis	Senhor fremosa e de mui loução	Dom Dinis	.pdf	40,92              KB	444	[wk] Wikipédia, a enciclopédia livre
Senhor fremosa, nom poss'eu osmar|Dom Dinis	Senhor fremosa, nom poss'eu osmar	Dom Dinis	.pdf	43,58              KB	405	[wk] Wikipédia, a enciclopédia livre
Senhor fremosa, pois me vej'aquí|Afonso Eanes de Coton	Senhor fremosa, pois me vej'aquí	Afonso Eanes de Coton	.pdf	33,56              KB	797	[wk] Wikipédia, a enciclopédia livre
Senhor fremosa, pois no coraçom|Dom Dinis	Senhor fremosa, pois no coraçom	Dom Dinis	.pdf	41,82              KB	444	[wk] Wikipédia, a enciclopédia livre
Senhor fremosa, por qual vos Deus fez|Dom Dinis	Senhor fremosa, por qual vos Deus fez	Dom Dinis	.pdf	45,40              KB	434	[wk] Wikipédia, a enciclopédia livre
Senhor, cuitad'é o meu coraçom|Dom Dinis	Senhor, cuitad'é o meu coraçom	Dom Dinis	.pdf	44,75              KB	406	[wk] Wikipédia, a enciclopédia livre
Senhor, des quando vos vi|Dom Dinis	Senhor, des quando vos vi	Dom Dinis	.pdf	45,27              KB	415	[wk] Wikipédia, a enciclopédia livre
Senhor, dizen-vos por meu mal|Dom Dinis	Senhor, dizen-vos por meu mal	Dom Dinis	.pdf	42,02              KB	410	[wk] Wikipédia, a enciclopédia livre
Senhor, en tan grave día|Dom Dinis	Senhor, en tan grave día	Dom Dinis	.pdf	42,79              KB	483	[wk] Wikipédia, a enciclopédia livre
Senhor, hoj'houvesse eu vagar|Dom Dinis	Senhor, hoj'houvesse eu vagar	Dom Dinis	.pdf	44,36              KB	427	[wk] Wikipédia, a enciclopédia livre
Senhor, nom vos pês se me guisar Deus|Dom Dinis	Senhor, nom vos pês se me guisar Deus	Dom Dinis	.pdf	42,08              KB	471	[wk] Wikipédia, a enciclopédia livre
Senhor, pois me nom queredes|Dom Dinis	Senhor, pois me nom queredes	Dom Dinis	.pdf	41,28              KB	460	[wk] Wikipédia, a enciclopédia livre
Senhor, pois que m'agora Deus guisou|Dom Dinis	Senhor, pois que m'agora Deus guisou	Dom Dinis	.pdf	42,58              KB	398	[wk] Wikipédia, a enciclopédia livre
Senhor, que de grad'hoj'eu querría|Dom Dinis	Senhor, que de grad'hoj'eu querría	Dom Dinis	.pdf	42,39              KB	434	[wk] Wikipédia, a enciclopédia livre
Senhor, que mal vos nembrades|Dom Dinis	Senhor, que mal vos nembrades	Dom Dinis	.pdf	43,36              KB	406	[wk] Wikipédia, a enciclopédia livre
Senhora|José de Alencar	Senhora	José de Alencar	.pdf	563,89              KB	105.795	[bn] Fundação Biblioteca Nacional
Senhora|José de Alencar	Senhora	José de Alencar	.pdf	665,34              KB	36.892	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Senhora em cordel|Isabel Lima	Senhora em cordel	Isabel Lima	.pdf	7,21              KB	849	[ea] Edição do Autor
Sentimental|Salomão Rovedo	Sentimental	Salomão Rovedo	.pdf	206,47              KB	2.919	[ea] Edição do Autor
Sentimental demais|Salomão Rovedo	Sentimental demais	Salomão Rovedo	.pdf	203,45              KB	784	[ea] Edição do Autor
Serenatas e saraus|Alexandre José de Melo Morais Filho	Serenatas e saraus	Alexandre José de Melo Morais Filho	.pdf	10,60              MB	820	[ub] Universidade de Brasília
Sermão  do Mandato (1643)|Pe. Antônio Vieira	Sermão  do Mandato (1643)	Pe. Antônio Vieira	.pdf	146,85              KB	6.437	[fs] Universidade Federal de Santa Catarina - UFSC
Sermão Histórico Panegírico nos Anos da Rainha D. Maria Francisca de Sabóia|Pe. Antônio Vieira	Sermão Histórico Panegírico nos Anos da Rainha D. Maria Francisca de Sabóia	Pe. Antônio Vieira	.pdf	90,50              KB	1.893	[ua] Universidade da Amazônia - UNAMA
Sermão Histórico e Panegírico nos Anos da Rainha D. Maria Francisca de Sabóia|Pe. Antônio Vieira	Sermão Histórico e Panegírico nos Anos da Rainha D. Maria Francisca de Sabóia	Pe. Antônio Vieira	.pdf	168,01              KB	2.085	[fs] Universidade Federal de Santa Catarina - UFSC
Sermão I - Maria, Rosa Mística|Pe. Antônio Vieira	Sermão I - Maria, Rosa Mística	Pe. Antônio Vieira	.pdf	187,25              KB	4.467	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Sermão II - Maria Rosa Mística|Pe. Antônio Vieira	Sermão II - Maria Rosa Mística	Pe. Antônio Vieira	.pdf	108,10              KB	2.184	[ua] Universidade da Amazônia - UNAMA
Sermão II - Maria, Rosa Mística|Pe. Antônio Vieira	Sermão II - Maria, Rosa Mística	Pe. Antônio Vieira	.pdf	159,00              KB	2.262	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Sermão III - Maria Rosa Mística|Pe. Antônio Vieira	Sermão III - Maria Rosa Mística	Pe. Antônio Vieira	.pdf	94,45              KB	1.956	[ua] Universidade da Amazônia - UNAMA
Sermão III - Maria, Rosa Mística|Pe. Antônio Vieira	Sermão III - Maria, Rosa Mística	Pe. Antônio Vieira	.pdf	141,79              KB	3.328	[bv] Biblioteca Virtual do Estudante Brasileiro / USP
Sermão IX - Maria Rosa Mística|Pe. Antônio Vieira	Sermão IX - Maria Rosa Mística	Pe. Antônio Vieira	.pdf	78,76              KB	2.079	[ua] Universidade da Amazônia - UNAMA
Sermão Nossa Senhora do Rosário com o Santíssimo Sacramento|Pe. Antônio Vieira	Sermão Nossa Senhora do Rosário com o Santíssimo Sacramento	Pe. Antônio Vieira	.pdf	140,11              KB	2.748	[fs] Universidade Federal de Santa Catarina - UFSC
Sermão Segundo do Mandato|Pe. Antônio Vieira	Sermão Segundo do Mandato	Pe. Antônio Vieira	.pdf	86,90              KB	1.728	[ua] Universidade da Amazônia - UNAMA
Sermão VI - Maria Rosa Mística|Pe. Antônio Vieira	Sermão VI - Maria Rosa Mística	Pe. Antônio Vieira	.pdf	96,80              KB	1.692	[ua] Universidade da Amazônia - UNAMA
Sermão VIII - Com o Santíssimo Sacramento Exposto Maria Rosa Mística|Pe. Antônio Vieira	Sermão VIII - Com o Santíssimo Sacramento Exposto Maria Rosa Mística	Pe. Antônio Vieira	.pdf	68,50              KB	1.734	[ua] Universidade da Amazônia - UNAMA
Sermão X - Maria Rosa Mística|Pe. Antônio Vieira	Sermão X - Maria Rosa Mística	Pe. Antônio Vieira	.pdf	72,69              KB	1.685	[ua] Universidade da Amazônia - UNAMA
Sermão XI Com o Santíssimo Sacramento Exposto|Pe. Antônio Vieira	Sermão XI Com o Santíssimo Sacramento Exposto	Pe. Antônio Vieira	.pdf	175,57              KB	2.191	[fs] Universidade Federal de Santa Catarina - UFSC
Sermão XII (1639)|Pe. Antônio Vieira	Sermão XII (1639)	Pe. Antônio Vieira	.pdf	174,35              KB	1.997	[fs] Universidade Federal de Santa Catarina - UFSC
Sermão XIII|Pe. Antônio Vieira	Sermão XIII	Pe. Antônio Vieira	.pdf	129,64              KB	1.964	[fs] Universidade Federal de Santa Catarina - UFSC
