original_id	goodreads_id
A Chinela Turca|Machado de Assis	15787911
A Cidade e as Serras|José Maria Eça de Queirós	1092477
A Condessa Vésper|Aluísio Azevedo	16154207
A Confissão de Lúcio|Mário de Sá-Carneiro	731473
A Conselho do Marido|Artur Azevedo	36478501
A Cruz Mutilada|Alexandre Herculano	25851138
A Dama das Camélias|Alexandre Dumas	10020744
A Dama do pé-de-cabra|Alexandre Herculano	21500138
A Dança dos Ossos|Bernardo Guimarães	50236097
A Desejada das Gentes|Machado de Assis	24312260
A Desobediência Civil|Henry David Thoreau	15790313
A Doença do Fabrício|Artur Azevedo	25324849
A Dívida|Artur Azevedo	19299847
A Escrava Isaura|Bernardo Guimarães	2019236
A Filha de Maria Angu|Artur Azevedo	27702371
A Filosofia do Mendes|Artur Azevedo	20899538
A Harpa do Crente|Alexandre Herculano	9664327
A Herança|Machado de Assis	19218645
A Igreja do Diabo|Machado de Assis	23955196
A Ilustre Casa de Ramires|José Maria Eça de Queirós	1077813
A Inglezinha Barcelos|Machado de Assis	23963839
A J. J. C. Macedo-Júnior|Casimiro de Abreu	35819296
A Maciel Pinheiro|Antônio Frederico de Castro Alves	30215410
A Manhã fresca está, sereno o vento|Abade de Jazente	45179070
A Marcelina|Artur Azevedo	58510900
A Marquesa de Santos|Paulo Setúbal	18218896
A Melhor Amiga|Artur Azevedo	55169858
A Melhor Vingança|Artur Azevedo	25134675
A Mensageira das Violetas|Florbela Espanca	2969783
A Metamorfose|Franz Kafka	3639113
A Meu Irmão Guilherme de Castro Alves|Antônio Frederico de Castro Alves	41047154
A Minha Avó|Auta de Sousa	19299819
A Mortalha de Alzira|Aluísio Azevedo	27238078
A Morte de Helena|Auta de Sousa	30032853
A Morte do Lidador|Alexandre Herculano	23288402
A Moça mais Bonita do Rio de Janeiro|Artur Azevedo	16135142
A Mulher de Preto|Machado de Assis	33098839
A Normalista|Adolfo Caminha	11831670
A Nota de Cem Mil-Réis|Artur Azevedo	27202525
A Nova Califórnia|Afonso Henriques de Lima Barreto	2200928
A Onde Vai a Lágrima|Auta de Sousa	24976766
A Orgia dos Duendes|Bernardo Guimarães	29742557
A Parasita Azul|Machado de Assis	30047496
A Pata da Gazela|José de Alencar	11081458
A Pianista|Machado de Assis	18720468
A Princesa dos Cajueiros|Artur Azevedo	27702379
A Ritinha|Artur Azevedo	27387160
A Semana Santa|Alexandre Herculano	29622363
A Senhora do Galvão|Machado de Assis	31280883
A Sereníssima República|Machado de Assis	25883442
A Ulina|Manuel Maria de Barbosa du Bocage	25097651
A Vida Eterna|Machado de Assis	19218696
A Vitória e a Piedade|Alexandre Herculano	28950551
A Viuvinha|José de Alencar	3191642
A Viúva do Estanislau|Artur Azevedo	27211526
A Volta ao Mundo em 80 Dias|Júlio Verne	57422657
A boa vista|Antônio Frederico de Castro Alves	25981900
A cachoeira de Paulo Afonso|Antônio Frederico de Castro Alves	27675274
A canoa fantástica|Antônio Frederico de Castro Alves	29404804
A declamação trágica|José Basílio da Gama	25009247
A descoberta da Índia|Coelho Netto	25081682
A divina quimera|Eduardo Guimaraens	23879462
A dona que eu am’e tenho por senhor|Bernardo de Bonaval	28526607
A duas flores|Antônio Frederico de Castro Alves	42103175
A esfinge sem segredo|Oscar Wilde	18679349
A espantosa realidade das cousas|Alberto Caeiro	27387392
A falência|Júlia Lopes de Almeida	24242988
A guerra que aflige com seus esquadrões|Alberto Caeiro	27387366
A idéia do Ezequiel Maia|Machado de Assis	22569195
A intrusa|Júlia Lopes de Almeida	10890049
A isca|Júlia Lopes de Almeida	10342509
A lotação do bondes|França Júnior	36175841
A manhã raia|Alberto Caeiro	27387355
A melhor das noivas|Machado de Assis	22385180
A mia senhor que eu por mal de mi|Dom Dinis	25009237
A morgadinha dos canaviais: crônicas da aldeia|Júlio Dinis	38465157
A mulher Pálida|Machado de Assis	24988481
A mágoa do Infeliz Cosme|Machado de Assis	22569194
A neve pôs uma toalha calada sobre tudo|Alberto Caeiro	27387364
A noite desce, o calor soçobra um pouco|Alberto Caeiro	27387356
A relíquia|José Maria Eça de Queirós	25259078
A serpente de bronze|Humberto de Campos	21518094
A tal estado m'adusse, senhor|Dom Dinis	25003536
A uma atriz|Antônio Frederico de Castro Alves	41046716
A uma estrangeira|Antônio Frederico de Castro Alves	42103170
A uma platéia|Casimiro de Abreu	36383961
A uma taça feita de um crânio humano|Antônio Frederico de Castro Alves	41047148
A viúva Simões|Júlia Lopes de Almeida	3725331
A volta da primavera|Antônio Frederico de Castro Alves	41046987
A voz do rio|Casimiro de Abreu	26210890
A água chia no púcaro que elevo à boca|Alberto Caeiro	27387649
A última receita|Machado de Assis	26232620
Abel e Helena|Artur Azevedo	27702385
Abençoa Senhor|Auta de Sousa	28503911
Aceita o universo|Alberto Caeiro	24235424
Acho tão natural que não se pense|Alberto Caeiro	24948797
Acima do dó central|Abdul Cadre	17380376
Actores e autores|Fialho de Almeida	27275543
Adoração dos Reis Magos|Auta de Sousa	35558193
Adão e Eva|Machado de Assis	28420084
Agonia do Coração|Auta de Sousa	29403989
Agora que sinto amor|Alberto Caeiro	24326665
Ahasverus e o gênio|Antônio Frederico de Castro Alves	29562076
Ai flores, ai flores do verde pino|Dom Dinis	25870212
Ai, fals'amigu'e sen lealdade|Dom Dinis	25003513
Ai, fremosinha, se ben ajades|Bernardo de Bonaval	28510596
Ai, senhor fremosa, por Deus|Dom Dinis	25019521
Alfarrábios: o Garatuja|José de Alencar	55048894
Alguém na Estrada|Auta de Sousa	29404673
Alma Cabocla|Paulo Setúbal	20960866
Alma inquieta|Olavo Bilac	13506915
Alves & Cia.|José Maria Eça de Queirós	2890756
Amad'e meu amigo|Dom Dinis	28510601
Amiga, bom grad'haja Deus|Dom Dinis	25003523
Amiga, faço-me maravilhada|Dom Dinis	25134673
Amiga, muit'ha gran sazón|Dom Dinis	28510603
Amiga, quem vos (ama)|Dom Dinis	25033698
Amiga, sei eu bem d'unha molher|Dom Dinis	25009317
Amigo fals'e desleal|Dom Dinis	38590693
Amigo, pois vos non vi|Dom Dinis	26332265
Amigo, queredes-vos ir?|Dom Dinis	29404326
Amimone|José Cândido de Lacerda Coutinho	29761009
Amor com amor se paga|França Júnior	28004667
Amor de Salvação|Camilo Castelo Branco	5391590
Amor por Anexins|Artur Azevedo	25148290
Amor é um arder, que se não sente|Abade de Jazente	24109290
Amor, em que grave dia vos vi|Dom Dinis	25033805
Andar a Pé|David Henry Thoreau	22051009
Anedota Pecuniária|Machado de Assis	26000711
Angelica e Firmino|Manuel José Araújo Porto-Alegre	26332270
Ano Bom|Auta de Sousa	26209726
Antes da Missa|Machado de Assis	23362016
Antes da Rocha Tapéia|Machado de Assis	26803834
Antes o vôo da ave, que passa e não deixa rasto|Alberto Caeiro	27387385
Antes que Cases|Machado de Assis	19218698
Antes que os jardins|Lucas Daniel Tomáz de Aquino	51987472
Ao Clarão da Lua|Auta de Sousa	25003524
Ao Correr da Pena|José de Alencar	24000846
Ao Meu Bom Anjo|Auta de Sousa	40491104
Ao Pé de um Berço|Auta de Sousa	29404437
Ao Pé do Túmulo|Auta de Sousa	29404667
Ao Senhor do Bomfim|Auta de Sousa	25033750
Ao ator Joaquim Augusto|Antônio Frederico de Castro Alves	42103164
Ao entardecer|Alberto Caeiro	23711444
Aquela senhora tem um piano|Alberto Caeiro	24819645
As Asneiras do Guedes|Artur Azevedo	55169323
As Bodas de Luís Duarte|Machado de Assis	34392025
As Casadas Solteiras|Luís Carlos Martins Pena	17847405
As Cerejas|Artur Azevedo	29404444
As Farpas (Janeiro a Fevereiro 1873)|José Maria Eça de Queirós	24442274
As Farpas (Junho 1883)|José Maria Eça de Queirós	29842492
As Maluquices do Imperador|Paulo Setúbal	7577169
As Mulheres de Mantilha|Joaquim Manuel de Macedo	9850074
As Paradas|Artur Azevedo	55169155
As Pupilas do Senhor Reitor|Júlio Dinis	13540899
As bolas de sabão que esta criança|Alberto Caeiro	27387362
As doutoras|França Júnior	27703432
As duas ilhas|Antônio Frederico de Castro Alves	29404671
As jóias da Coroa|Raul Pompéia	20656243
As quatro canções que seguem|Alberto Caeiro	27387373
Assim como falham as palavras|Alberto Caeiro	27387382
Assombramento|Afonso Arinos	17380394
Assunto para um Conto|Artur Azevedo	31344579
Assí me trax coitado|Dom Dinis	26332264
Astúcias de Marido|Machado de Assis	19463281
Astúcias de namorada|M. Pinheiro Chagas	37918186
Aurora sem Dia|Machado de Assis	33098841
Auto Representado na Festa de São Lourenço|Pe. José de Anchieta	36177445
Auto da Alma|Gil Vicente	15853215
Auto da Barca do Inferno|Gil Vicente	4992047
Auto da Feira|Gil Vicente	19262608
Auto da Índia|Gil Vicente	6966347
Auto de Mofina Mendes|Gil Vicente	10279355
Aventuras de Diófanes|Teresa Margarida da Silva e Orta	11304645
Aves da arribação|Antônio Frederico de Castro Alves	33980167
Ayres e Vergueiro|Machado de Assis	26244267
Banhos de Mar|Artur Azevedo	36001051
Bela-Menina|Adolfo Coelho	29615629
Bem entendi, meu amigo|Dom Dinis	25033734
Ben me cuidei eu, María García|Afonso Eanes de Coton	52384236
Bendito seja o mesmo sol em outras terras|Alberto Caeiro	27387363
Beneficiary Features of American Trade Unions|James B. Kennedy	26711107
Berço e túmulo|Casimiro de Abreu	25019516
Bom Crioulo|Adolfo Caminha	1536356
Bom dia vi amigo|Dom Dinis	43381032
Brincar com fogo|Machado de Assis	23963840
Broquéis|João da Cruz e Sousa	3250170
Brutos penhascos, rústicas montanhas|Abade de Jazente	25009260
Brás, Bexiga e Barra Funda|Alcântara Machado	6240419
Caiu o Ministério|França Júnior	29246492
Caminho do Sertão|Auta de Sousa	20930138
Campanha Abolicionista|José Carlos do Patrocínio	39967875
Cancioneiro|Fernando Pessoa	11329872
Cantai|Auta de Sousa	25009355
Cantata à morte de Inês de Castro|Manuel Maria de Barbosa du Bocage	24304052
Cantiga de Esponsais|Machado de Assis	25305004
Cantiga sua à Senhora Maria Coresma|Bernardim Ribeiro	23986491
Cantiga velha|Machado de Assis	22569193
Canto da Solidão|Bernardo Guimarães	28599647
Canto de amor|Casimiro de Abreu	19028185
Canção ao Mar (Mar Eterno)|Eugénio Tavares	29862280
Canção do boêmio|Antônio Frederico de Castro Alves	26061833
Canção do exílio|Casimiro de Abreu	18990679
Capítulo dos Chapéus|Machado de Assis	43801062
Carta da Companhia|Pe. José de Anchieta	21531677
Carta de um Defunto Rico|Afonso Henriques de Lima Barreto	23290704
Cartas Chilenas|Tomáz Antônio Gonzaga	2183628
Cartas D'Amor|José Maria Eça de Queirós	17681040
Cartas D'Amor - O Efêmero Feminino|José Maria Eça de Queirós	26188667
Cartas Familiares e Bilhetes de Paris|José Maria Eça de Queirós	10345936
Cartas de Inglaterra|José Maria Eça de Queirós	6321371
Casa de pensão|Aluísio Azevedo	6592098
Casa, não casa|Machado de Assis	20828858
Casada e viúva|Machado de Assis	22567916
Caso da Vara|Machado de Assis	12621387
Cena íntima|Casimiro de Abreu	34371453
Charneca em flor|Florbela Espanca	17788851
Chegou-m'ora aqui recado|Dom Dinis	37645085
Cinco Mulheres|Machado de Assis	19106780
Cinco minutos|José de Alencar	8316575
Clara dos Anjos|Afonso Henriques de Lima Barreto	6584084
Clepsidra|Camilo Pessanha	12297011
Coitada viv', amigo, porque vos nom vejo|Dom Dinis	25009318
Comadre Morte|Adolfo Coelho	25009273
Como e por que sou Romancista|José de Alencar	15817665
Como o Diabo as Arma!|Artur Azevedo	29404915
Como se inventaram os almanaques|Machado de Assis	20960859
Como um grande borrão de fogo sujo|Alberto Caeiro	27387219
Confissões de uma Viúva Moça|Machado de Assis	26000687
Conto Alexandrino|Machado de Assis	38906974
Contos|José Maria Eça de Queirós	2490597
Contos Fora da Moda|Artur Azevedo	19546065
Contos avulsos|Alcântara Machado	20739817
Contos de Lima Barreto|Afonso Henriques de Lima Barreto	18246474
Contos para velhos|Olavo Bilac	11321589
Contrastes e Confrontos|Euclides da Cunha	18487105
Conversão de um avaro|Machado de Assis	22569191
Coração, Cabeça e Estômago|Camilo Castelo Branco	34599150
Correspondência de Machado de Assis|Machado de Assis	21939467
Covilheira velha, se vos fezesse|Afonso Eanes de Coton	25009345
Creio que irei morrer|Alberto Caeiro	27387361
Crisfal|Cristóvão Falcão	9737797
Críticas Teatrais|Machado de Assis	32616573
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Cota|Gregório de Matos	31348921
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Custódia|Gregório de Matos	31348932
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Joana|Gregório de Matos	36175844
Crônica do viver baiano seiscentista - a cidade e seus pícaros - Letrados|Gregório de Matos	25735834
Crônica do viver baiano seiscentista - a cidade e seus pícaros - briga, briga|Gregório de Matos	27863515
Crônica do viver baiano seiscentista - cidade e seus pícaros - Adãos de Massapê|Gregório de Matos	36175840
Crônica do viver baiano seiscentista - cidade e seus pícaros - Maria João|Gregório de Matos	28447768
Crônica do viver baiano seiscentista - cidade e seus pícaros - Teresa|Gregório de Matos	36175842
Crônica do viver baiano seiscentista - cidade e seus pícaros - Ângela|Gregório de Matos	22376430
Crônica do viver baiano seiscentista - os homens bons - a nossa sé da Bahia|Gregório de Matos	22376431
Crônica do viver baiano seiscentista - os homens bons - espada e espadilha|Gregório de Matos	20504855
Crônica do viver baiano seiscentista - os homens bons - pessoas muito principais|Gregório de Matos	20927095
Crônica do viver baiano seiscentista - os homens bons - santos unhates|Gregório de Matos	31698724
Crônicas de Londres|José Maria Eça de Queirós	6633511
Culto Métrico|Cláudio Manuel da Costa (Glauceste Satúrnio)	25033733
Cultura e Opulência do Brasil por suas Drogas e Minas|Pe. André João Antonil	33405693
D. Benedita|Machado de Assis	51066391
D. Jucunda|Machado de Assis	25801896
D. Mônica|Machado de Assis	24253703
Da mais alta janela da minha casa|Alberto Caeiro	27387354
Da mia senhor que eu servi|Dom Dinis	25009272
Da minha aldeia vejo quanto a terra|Alberto Caeiro	27387386
De Jerssey a Granville|Alexandre Herculano	29405058
De cerúleo gabão não bem coberto|Manuel Maria de Barbosa du Bocage	26209748
De longe vejo passar no rio um navio|Alberto Caeiro	27387360
De mi vós fazerdes, senhor|Dom Dinis	25003541
De muitas coitas, senhor, que levei|Dom Dinis	26704773
De que morredes, filha, a do corpo velido?|Dom Dinis	25003508
Decadência de dois grandes homens|Machado de Assis	25533868
Deito-me ao comprido na erva|Alberto Caeiro	27387372
Denúncia Involuntária|Artur Azevedo	55169887
Desalento|Auta de Sousa	25033565
Descrição da Ilha de Itaparica|Frei Manuel de Santa Maria Itaparica	23596782
Deste modo ou daquele modo|Alberto Caeiro	27387353
Deveres do Homem|Ferdinando Medici	51478222
Dirceu de Marília|Joaquim Norberto de Souza e Silva	54665093
Discurso de Posse na ABL|Emílio de Meneses	25033696
Dispersão|Mário de Sá-Carneiro	11094308
Diss´a fremosa en Bonaval assí|Bernardo de Bonaval	27217733
Dizede por Deus amigo|Dom Dinis	25009252
Dizem que em cada coisa uma coisa oculta mora|Alberto Caeiro	25555857
Dizes-me: tu és mais alguma cousa|Alberto Caeiro	27387359
Dizia la fremozinha|Afonso Sanches	25003538
Diálogo dos ecos|Antônio Frederico de Castro Alves	30215401
Do Livro do Desassossego|Fernando Pessoa	7557043
Dois proveitos em um saco|França Júnior	26332266
Don Quixote. Vol. 1|Miguel de Cervantes Saavedra	15844202
Don Quixote. Vol. 2|Miguel de Cervantes Saavedra	33655879
Dona Eulália|Artur Azevedo	28503904
Dona Guidinha do Poço|Manuel de Oliveira Paiva	23275030
Dos que ora son na hoste|Dom Dinis	25009350
Duas Apostas|Artur Azevedo	55169187
Dívida Extinta|Machado de Assis	19387373
Elefantes e Ursos|Artur Azevedo	27387218
Elogio da vaidade|Machado de Assis	19158485
Em busca dos contos perdidos|Mariza B. T. Mendes	27516593
Em gram coita, senhor|Dom Dinis	26332260
Encarnação|José de Alencar	11170350
Encher tempo|Machado de Assis	19255010
Entre Marília e a pátria|Frei Caneca	26332262
Entre Santos|Machado de Assis	51066374
Entre a Missa e o Almoço|Artur Azevedo	25548937
Entre duas datas|Machado de Assis	25274738
Epicédio|Cláudio Manuel da Costa (Glauceste Satúrnio)	56351306
Epitáfio — Se estiver nos meus fados a próxima extinção de meus dias|Manuel Maria de Barbosa du Bocage	26209722
Ernesto de Tal|Machado de Assis	26210922
Esparsos e Inéditos|Emílio de Meneses	25009235
Espumas Flutuantes|Antônio Frederico de Castro Alves	6611849
Esta tarde a trovoada caiu|Alberto Caeiro	27387639
Estas quatro canções, escrevi-as estando doente|Alberto Caeiro	27387433
Estas verdades não são perfeitas porque são ditas|Alberto Caeiro	27387368
Este mundo da injustiça globalizada|José Saramago	40614070
Estes, que m’ora tolhem mia Senhor|Afonso Sanches	25003537
Estou doente|Alberto Caeiro	27387370
Estrada a Fora|Auta de Sousa	30032851
Eterna Mágoa|Augusto dos Anjos	58505146
Eu nasci além dos mares|Casimiro de Abreu	26209747
Eu nunca guardei rebanhos|Alberto Caeiro	24326668
Eu sou a vida; eu não sou a morte|Qorpo Santo	26215771
Eurico, o Presbítero|Alexandre Herculano	1901061
Ex Cathedra|Machado de Assis	21455349
Falando ao Coração|Auta de Sousa	28320224
Falaram-me os homens em humanidade|Alberto Caeiro	27387369
Falas de civilização, e de não dever ser|Alberto Caeiro	27387434
Farsa de Inês Pereira|Gil Vicente	12387159
Farsa do Velho da Horta|Gil Vicente	12060281
Farsa ou Auto de Inês Pereira|Gil Vicente	37678936
Faróis|João da Cruz e Sousa	12349239
Fausto|Johann Wolfgang von Goethe	2026509
Fefa|Auta de Sousa	25009261
Feira dos anexins|Francisco Manuel de Melo	56790288
Felicidade pelo Casamento|Machado de Assis	19448027
Filomena Borges|Aluísio Azevedo	27134118
Filosofia de um par de botas|Machado de Assis	19051183
Fio Partido|Auta de Sousa	25009243
Flor anônima|Machado de Assis	24017036
Flor de Sangue|Valentim Magalhães	27703577
Flor do Campo|Auta de Sousa	25003511
Foi Don Fagundo un día convidar|Afonso Eanes de Coton	25003548
Folha negra|Casimiro de Abreu	25097298
Folha rota|Machado de Assis	25533874
Folhas Caídas|João Batista da Silva Leitão de Almeida Garrett	8882181
Frei Simão|Machado de Assis	24645231
Fulano|Machado de Assis	54332212
Galeria Póstuma|Machado de Assis	24988480
Girândola de amores|Aluísio Azevedo	17205629
Gozo os campos sem reparar para eles|Alberto Caeiro	27387300
Graded Lessons in English - An Elementary English Grammar Consisting of One Hundred Practical Lessons, Carefully Graded and Adapted to the Class-Room|Alonzo Reed	26600804
Gram temp'há, meu amigo, que nom quis Deus|Dom Dinis	25033694
Grave vos é de que vos hei amor|Dom Dinis	43381031
Grãos de mostarda|Humberto de Campos	21518038
Guerras do Alecrim e da Manjerona|Antônio José da Silva	17697058
Habilidoso|Machado de Assis	24976774
Hebréia|Antônio Frederico de Castro Alves	22612702
Herói à Força|Artur Azevedo	43364416
Hino ao sono|Antônio Frederico de Castro Alves	38821396
História comum|Machado de Assis	22569198
História da Literatura Brasileira|José Veríssimo Dias de Matos	26858960
História da Província de Santa Cruz|Pero de Magalhães Gândavo	24729488
História de Quinze Dias|Machado de Assis	15173078
História de um Soneto|Artur Azevedo	56413374
História de um crime|Antônio Frederico de Castro Alves	24303926
História de uma lágrima|Machado de Assis	19250174
História do Futuro, Vol. I|Pe. Antônio Vieira	16034260
História do Futuro, Vol. II|Pe. Antônio Vieira	16034261
História do compadre rico e do compadre pobre|Adolfo Coelho	29962958
Histórias e Sonhos|Afonso Henriques de Lima Barreto	8321338
Histórias e Tradições da Província de Minas Gerais|Bernardo Guimarães	23812103
Histórias sem Data|Machado de Assis	6714690
Hoje Avental, amanhã Luva|Machado de Assis	19453283
Hoje sou um; e amanhã outro|Qorpo Santo	26109289
Hontem pos-se a sol|Bernardim Ribeiro	23961976
Hora de Paz|Auta de Sousa	25009344
Horas tristes|Casimiro de Abreu	24940817
Hospital das letras|Francisco Manoel de Melo	30057802
Há poetas que são artistas|Alberto Caeiro	27387378
Idéias do Canário|Machado de Assis	31192805
Iluminuras|Arthur Rimbaud	20829721
Immensis orbitus anguis|Antônio Frederico de Castro Alves	27393329
Ingenuidade|Artur Azevedo	26332268
Inspirações da Tarde|Bernardo Guimarães	53940380
Inspirações do claustro|Luís José Junqueira Freire	40111696
Iracema|José de Alencar	1093672
Ironia e piedade|Olavo Bilac	20878599
Jesuítas|Antônio Frederico de Castro Alves	20927098
João Fernandes|Machado de Assis	25533871
Juriti|Casimiro de Abreu	41047046
Laranja-da-China|Alcântara Machado	18666895
Lendas do Sul|João Simões Lopes Neto	8443143
Lendas e Narrativas (Tomo I)|Alexandre Herculano	6656318
Leonce e Lena|George Büchner	10436663
Leonor de Mendonça|Antônio Gonçalves Dias	40672417
Letra vencida|Machado de Assis	25533877
Linha Reta e Linha Curva|Machado de Assis	2183521
Lira dos Vinte Anos|Manuel Antônio Álvares de Azevedo	2529168
Livro de Mágoas|Florbela Espanca	9298001
Livro do Desassossego|Fernando Pessoa	1115897
Livros das Donas e Donzelas|Júlia Lopes de Almeida	26704766
Lição de Botânica|Machado de Assis	18168295
Longe dos Olhos|Machado de Assis	19509135
Loucura divina|Antônio Frederico de Castro Alves	29482048
Lucíola|José de Alencar	2890732
Luxo e Vaidade|Joaquim Manuel de Macedo	39434932
Luzia-Homem|Domingos Olímpio Braga Cavalcanti	6049440
Luís Soares|Machado de Assis	44660324
Lágrimas de Xerxes|Machado de Assis	19058718
Ma madre velida|Dom Dinis	18740808
Macbeth|William Shakespeare	8852
Macário|Manuel Antônio Álvares de Azevedo	788134
Mal por Mal...|Artur Azevedo	28369557
Mana Maria|Alcântara Machado	30535305
Manhã no Campo|Auta de Sousa	25003535
Manuscrito de um Sacristão|Machado de Assis	26210925
Marcha Fúnebre|Machado de Assis	52613095
Mari'Mateu, ir-me quer'eu d'aquén|Afonso Eanes de Coton	25003546
Maria Dusá|Lindolfo Rocha	45175532
Maria Rosa Mística|Pe. Antônio Vieira	18305422
Marília de Dirceu|Tomáz Antônio Gonzaga	5852938
Masterpieces of american wit and humor|Thomas L. Masson	18922511
Mateus e Mateusa|Qorpo Santo	36165828
Mattos, Malta ou Matta?|Aluísio Azevedo	27702322
Meestre Nicolás, a meu cuidar|Afonso Eanes de Coton	25003543
Memorial de um passageiro de bonde|Amadeu Amaral	28203909
Memórias da Rua do Ouvidor|Joaquim Manuel de Macedo	2399312
Menina e Moça|Bernardim Ribeiro	6394629
Mensagem|Fernando Pessoa	592221
Mesura sería, senhor|Dom Dinis	57446985
Metafísica das Rosas|Machado de Assis	22078110
Meto-me para dentro, e fecho a janela|Alberto Caeiro	27387307
Meu amig', u eu sejo|Dom Dinis	25019496
Meu amigo vem hoj'aqui|Dom Dinis	34305545
Meus oito anos|Casimiro de Abreu	19083119
Milagre do Natal|Afonso Henriques de Lima Barreto	56568286
Miloca|Machado de Assis	27386352
Mimo de Anos|Auta de Sousa	25003501
Minh'alma é triste|Casimiro de Abreu	24976801
Minha formação|Joaquim Nabuco	7224101
Miss Dollar|Machado de Assis	20869936
Missa do Galo|Machado de Assis	11476266
Mocidade e Morte|Alexandre Herculano	22914799
Mocidade e morte|Antônio Frederico de Castro Alves	41047152
Mocidade morta|Luis Gonzaga Duque Estrada	25496137
Momento literário|João do Rio	27703398
Moreninha|Casimiro de Abreu	18709765
Morta que Mata|Artur Azevedo	55169226
Motta Coqueiro ou A pena de morte|José do Patrocínio	25244853
Mudo e quedo|Antônio Frederico de Castro Alves	30215417
Muitos anos depois|Machado de Assis	23963830
Murmúrios da tarde|Antônio Frederico de Castro Alves	42103163
Máximas, Pensamentos e Reflexões|Marquês de Maricá	21563119
Mãe penitente|Antônio Frederico de Castro Alves	41046875
Na Academia Brasileira de Letras|Machado de Assis	22605232
Na Arca|Machado de Assis	24645214
Na Capelinha|Auta de Sousa	25003532
Na Exposição|Artur Azevedo	55169922
Na Horta|Artur Azevedo	25946802
Na fonte|Antônio Frederico de Castro Alves	42103166
Na primeira página|Auta de Sousa	25003505
Navio que partes para longe|Alberto Caeiro	27387311
Nem sempre sou igual no que digo e escrevo|Alberto Caeiro	25716582
Nem uma nem outra|Machado de Assis	48613468
No Jardim das Oliveiras|Auta de Sousa	30324872
No barco|Antônio Frederico de Castro Alves	30180266
No dia brancamente nublado entristeço|Alberto Caeiro	27387306
No entardecer dos dias de Verão, às vezes|Alberto Caeiro	27387604
No leito|Casimiro de Abreu	25009331
No meu prato que mistura de Natureza!|Alberto Caeiro	27387415
No país dos ianques|Adolfo Caminha	27703064
No túmulo dum menino|Casimiro de Abreu	25009354
No álbum de Dolores|Auta de Sousa	25003476
No álbum de J. C. M.|Casimiro de Abreu	50180330
No álbum do artista|Antônio Frederico de Castro Alves	28263056
Noite cruel|Auta de Sousa	25009323
Noite de Almirante|Machado de Assis	25519418
Noite de São João|Alberto Caeiro	27387321
Noite na Taverna|Manuel Antônio Álvares de Azevedo	2547421
Noites amadas|Auta de Sousa	26244269
Non chegou, madre, o meu amigo|Dom Dinis	27503646
Notas Semanais|Machado de Assis	28523936
Nova Viagem à Lua|Artur Azevedo	36230358
Novos Cantos|Antônio Gonçalves Dias	34674062
Num dia excessivamente nítido|Alberto Caeiro	25850270
Num leque|Auta de Sousa	25009348
Num meio-dia de fim de primavera|Alberto Caeiro	27387413
Numa e a Ninfa|Afonso Henriques de Lima Barreto	16095575
Nunca busquei viver a minha vida|Alberto Caeiro	27387399
Nunca sei|Alberto Caeiro	27387377
Nunca vos ousei a dizer|Dom Dinis	25009234
Não consultes Médico|Machado de Assis	18168292
Não me importo com as rimas|Alberto Caeiro	27387435
Não posso contar meus males|Frei Caneca	32325739
Não sei o que é conhecer-me|Alberto Caeiro	27387308
Não tenho pressa|Alberto Caeiro	24107409
Não é mel para a boca do asno|Machado de Assis	24645238
O 15 e o 17|Artur Azevedo	42600466
O Abolicionismo|Joaquim Nabuco	21458200
O Alcaide de Santarém|Alexandre Herculano	13605001
O Arco de Sant'ana|João Batista da Silva Leitão de Almeida Garrett	2605078
O Ateneu|Raul Pompéia	2525729
O Banqueiro Anarquista|Fernando Pessoa	2637271
O Barão de Pituaçu|Artur Azevedo	26210880
O Beija-Flor|Auta de Sousa	25098425
O Bispo Negro|Alexandre Herculano	11204836
O Bobo|Alexandre Herculano	6386868
O Bote de rapé|Machado de Assis	26478440
O Brasil anedótico|Humberto de Campos	36122073
O Cabeleira|Franklin Távora	3564621
O Castelo da Faria|Alexandre Herculano	29991741
O Cemitério dos Vivos|Afonso Henriques de Lima Barreto	13511029
O Conde d'Abranhos|José Maria Eça de Queirós	2767419
O Coração e o Beijo|Auta de Sousa	25033702
O Cortiço|Aluísio Azevedo	3493168
O Coruja|Aluísio Azevedo	6788376
O Crime do Padre Amaro|José Maria Eça de Queirós	2872246
O Cuco|Artur Azevedo	25966861
O Cônego ou Metafísica do Estilo|Machado de Assis	24278842
O Demônio Familiar|José de Alencar	6240341
O Diplomático|Machado de Assis	34732854
O Dote|Artur Azevedo	6788529
O Elixir da Longa Vida|Honoré de Balzac	6435450
O Empréstimo|Machado de Assis	50731432
O Enfermeiro|Machado de Assis	10721084
O Ermitão de Muquém|Bernardo Guimarães	24991504
O Ermitão do Muquém|Bernardo Guimarães	37604434
O Escravocrata|Artur Azevedo	27702398
O Espelho|Machado de Assis	11538836
O Eu profundo e os outros Eus.|Fernando Pessoa	2404865
O Garatuja|José de Alencar	20321918
O Garimpeiro|Bernardo Guimarães	29546288
O Gaúcho|José de Alencar	7421140
O Gramático|Artur Azevedo	28493144
O Guarani|José de Alencar	1093699
O Guardador de Rebanhos|Fernando Pessoa	7139407
O Homem que Sabia Javanês|Afonso Henriques de Lima Barreto	23579383
