original_id	work_title	work_authors	authors_lifetime	work_publication_year	work_category	file_format	notes	original_source
Galatéa|Carvalho, António Joaquim de	Galatéa	Carvalho, António Joaquim de	?-1817	1801	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
De Roda do Lume|Carvalho, Ernesto de	De Roda do Lume	Carvalho, Ernesto de		2006	Literatura de Viagem	PDF		Biblioteca Digital do Alentejo
Contos do Norte|Carvalho, João Marques de	Contos do Norte	Carvalho, João Marques de	1866-1910	1907	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos Paraenses|Carvalho, João Marques de	Contos Paraenses	Carvalho, João Marques de	1866-1910	1889	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Entre as Nymphéas|Carvalho, João Marques de	Entre as Nymphéas	Carvalho, João Marques de	1866-1910	1896	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Um brado contra as monterias de cerco aos Lobos na Provincia do Alemtejo|Carvalho, José Paulo de Mira e	Um brado contra as monterias de cerco aos Lobos na Provincia do Alemtejo	Carvalho, José Paulo de Mira e	1808-1884	1875	Ensaio  Cultura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os deputados brasileiros nas Côrtes Geraes de 1821|Carvalho, M. E. Gomes de	Os deputados brasileiros nas Côrtes Geraes de 1821	Carvalho, M. E. Gomes de	ca 18--	1912	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
Alguns homens do meu tempo|Carvalho, Maria Amália Vaz de	Alguns homens do meu tempo	Carvalho, Maria Amália Vaz de	1847-1921	1888	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Mulheres e creanças: notas sobre educação|Carvalho, Maria Amália Vaz de	Mulheres e creanças: notas sobre educação	Carvalho, Maria Amália Vaz de	1847-1921	1880	Ensaio  Cultura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Pelo mundo fóra|Carvalho, Maria Amália Vaz de	Pelo mundo fóra	Carvalho, Maria Amália Vaz de	1847-1921	1896	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Apotheose Camoneana|Carvalho, Xavier de	Apotheose Camoneana	Carvalho, Xavier de	1862-1919	1886	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A tentação do Mar|Casimiro, Augusto	A tentação do Mar	Casimiro, Augusto	1889-1967	1911	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Agulha em Palheiro|Castelo Branco, Camilo	Agulha em Palheiro	Castelo Branco, Camilo	1825-1890	1904	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Amor de Perdição|Castelo Branco, Camilo	Amor de Perdição	Castelo Branco, Camilo	1825-1890	1862	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Amor de Salvação|Castelo Branco, Camilo	Amor de Salvação	Castelo Branco, Camilo	1825-1890	1864	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Annos de Prosa|Castelo Branco, Camilo	Annos de Prosa	Castelo Branco, Camilo	1825-1890	1863	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Arrependimento|Castelo Branco, Camilo	O Arrependimento	Castelo Branco, Camilo	1825-1890	1863	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Assassino de Macario: Comedia em tres actos|Castelo Branco, Camilo	O Assassino de Macario: Comedia em tres actos	Castelo Branco, Camilo	1825-1890	1903	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Carlota Angela|Castelo Branco, Camilo	Carlota Angela	Castelo Branco, Camilo	1825-1890	1874	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Carrasco de Victor Hugo José Alves|Castelo Branco, Camilo	O Carrasco de Victor Hugo José Alves	Castelo Branco, Camilo	1825-1890	1902	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O condemnado, drama em tres actos e quatro quadros|Castelo Branco, Camilo	O condemnado, drama em tres actos e quatro quadros	Castelo Branco, Camilo	1825-1890	1870	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
D. Antonio Alves Martins|Castelo Branco, Camilo	D. Antonio Alves Martins	Castelo Branco, Camilo	1825-1890	1889	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A espada de Alexandre|Castelo Branco, Camilo	A espada de Alexandre	Castelo Branco, Camilo	1825-1890	1872	Sátira	HTML, EPUB, MOBI e TXT		Project Gutenberg
Estrellas Funestas|Castelo Branco, Camilo	Estrellas Funestas	Castelo Branco, Camilo	1825-1890	1906	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Estrellas Propícias|Castelo Branco, Camilo	Estrellas Propícias	Castelo Branco, Camilo	1825-1890	1863	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Filha do Arcediago|Castelo Branco, Camilo	A Filha do Arcediago	Castelo Branco, Camilo	1825-1890	1868	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Folhas cahidas, apanhadas na lama por um antigo juiz das almas de Campanhan|Castelo Branco, Camilo	Folhas cahidas, apanhadas na lama por um antigo juiz das almas de Campanhan	Castelo Branco, Camilo	1825-1890	1854	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O General Carlos Ribeiro|Castelo Branco, Camilo	O General Carlos Ribeiro	Castelo Branco, Camilo	1825-1890	1884	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Gratidão|Castelo Branco, Camilo	A Gratidão	Castelo Branco, Camilo	1825-1890	1863	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Lagrimas Abençoadas|Castelo Branco, Camilo	Lagrimas Abençoadas	Castelo Branco, Camilo	1825-1890	1906	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Livro de Consolação|Castelo Branco, Camilo	Livro de Consolação	Castelo Branco, Camilo	1825-1890	1872	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Morgadinha de Val-D'Amores/Entre a Flauta e a Viola|Castelo Branco, Camilo	A Morgadinha de Val-D'Amores/Entre a Flauta e a Viola	Castelo Branco, Camilo	1825-1890	1871	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Nas trevas: Sonetos sentimentaes e humoristicos|Castelo Branco, Camilo	Nas trevas: Sonetos sentimentaes e humoristicos	Castelo Branco, Camilo	1825-1890	1890	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Neta do Arcediago|Castelo Branco, Camilo	A Neta do Arcediago	Castelo Branco, Camilo	1825-1890	1860	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº 10 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº 10 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº 11 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº 11 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº 12 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº 12 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº1 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº1 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº2 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº2 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº3 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº3 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº4 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº4 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº5 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº5 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº6 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº6 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº7 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº7 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº8 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº8 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Noites de insomnia, offerecidas a quem não póde dormir. Nº 9 (de 12)|Castelo Branco, Camilo	Noites de insomnia, offerecidas a quem não póde dormir. Nº 9 (de 12)	Castelo Branco, Camilo	1825-1890	1874	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
Novelas do Minho|Castelo Branco, Camilo	Novelas do Minho	Castelo Branco, Camilo	1825-1890	1903	Novela	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Olho de Vidro|Castelo Branco, Camilo	O Olho de Vidro	Castelo Branco, Camilo	1825-1890	1918	Romance Histórico	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Queda d'um Anjo: Romance|Castelo Branco, Camilo	A Queda d'um Anjo: Romance	Castelo Branco, Camilo	1825-1890	1866	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O que fazem mulheres: Romance philosophico|Castelo Branco, Camilo	O que fazem mulheres: Romance philosophico	Castelo Branco, Camilo	1825-1890	1907	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Regicida|Castelo Branco, Camilo	O Regicida	Castelo Branco, Camilo	1825-1890	1874	Romance Histórico	HTML, EPUB, MOBI e TXT		Project Gutenberg
Salve, Rei!|Castelo Branco, Camilo	Salve, Rei!	Castelo Branco, Camilo	1825-1890	1915	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Scenas Contemporaneas|Castelo Branco, Camilo	Scenas Contemporaneas	Castelo Branco, Camilo	1825-1890	1862	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Scenas da Foz|Castelo Branco, Camilo	Scenas da Foz	Castelo Branco, Camilo	1825-1890	1860	Novela	HTML, EPUB, MOBI e TXT		Project Gutenberg
A senhora Rattazzi|Castelo Branco, Camilo	A senhora Rattazzi	Castelo Branco, Camilo	1825-1890	1880	Sátira	HTML, EPUB, MOBI e TXT		Project Gutenberg
Suicida|Castelo Branco, Camilo	Suicida	Castelo Branco, Camilo	1825-1890	1880	Ensaio	HTML, EPUB, MOBI e TXT		Project Gutenberg
O vinho do Porto: processo de uma bestialidade ingleza|Castelo Branco, Camilo	O vinho do Porto: processo de uma bestialidade ingleza	Castelo Branco, Camilo	1825-1890	1903	Sátira	HTML, EPUB, MOBI e TXT		Project Gutenberg
Voltareis ó Christo?|Castelo Branco, Camilo	Voltareis ó Christo?	Castelo Branco, Camilo	1825-1890	1871	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Amor de Perdição|Castelo Branco, Camilo	Amor de Perdição	Castelo Branco, Camilo	1825-1890		Romance	PDF	Fonte Original: Biblioteca Virtual de Literatura	Portal Domínio Público
Maria Moisés|Castelo Branco, Camilo	Maria Moisés	Castelo Branco, Camilo	1825-1890	2013	Romance	EPUB		Nativos Digitais Lêem +
A Queda dum Anjo|Castelo Branco, Camilo	A Queda dum Anjo	Castelo Branco, Camilo	1825-1890	2013	Romance	EPUB		Nativos Digitais Lêem +
Amor de Perdição|Castelo Branco, Camilo	Amor de Perdição	Castelo Branco, Camilo	1825-1890	2013	Romance	EPUB		Nativos Digitais Lêem +
Amor de Salvação|Castelo Branco, Camilo	Amor de Salvação	Castelo Branco, Camilo	1825-1890	2013	Romance	EPUB		Nativos Digitais Lêem +
A Queda dum Anjo|Castelo Branco, Camilo	A Queda dum Anjo	Castelo Branco, Camilo	1825-1890	2013	Romance	EPUB e MOBI		Projecto Adamastor
Amor de Perdição|Castelo Branco, Camilo	Amor de Perdição	Castelo Branco, Camilo	1825-1890	2015	Romance	EPUB e MOBI		Projecto Adamastor
O Que Fazem Mulheres|Castelo Branco, Camilo	O Que Fazem Mulheres	Castelo Branco, Camilo	1825-1890	2015	Romance	EPUB e MOBI		Projecto Adamastor
Coração, Cabeça e Estômago|Castelo Branco, Camilo	Coração, Cabeça e Estômago	Castelo Branco, Camilo	1825-1890	1988	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Brasileira de Prazins|Castelo Branco, Camilo	A Brasileira de Prazins	Castelo Branco, Camilo	1825-1890		Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Coisas que Só Eu Sei|Castelo Branco, Camilo	Coisas que Só Eu Sei	Castelo Branco, Camilo	1825-1890	1990	Novela	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Sá de Miranda|Castelo Branco, Camilo; Quental, Antero de	Sá de Miranda	Castelo Branco, Camilo; Quental, Antero de	1825-1890	1894	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Chave do Enigma|Castilho, António Feliciano de	A Chave do Enigma	Castilho, António Feliciano de	1800-1875	1903	Autobiografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Eco da Voz Portugueza por Terras de Santa Cruz|Castilho, António Feliciano de	Eco da Voz Portugueza por Terras de Santa Cruz	Castilho, António Feliciano de	1800-1875	1847	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O presbyterio da montanha|Castilho, António Feliciano de	O presbyterio da montanha	Castilho, António Feliciano de	1800-1875	1905	Autobiografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cartas de António Feliciano de Castilho e de Joaquim Heliodoro da Cunha Rivara|Castilho, Antonio Feliciano de; Rivara, Joaquim Heliodoro da Cunha	Cartas de António Feliciano de Castilho e de Joaquim Heliodoro da Cunha Rivara	Castilho, Antonio Feliciano de; Rivara, Joaquim Heliodoro da Cunha	1800-1875	1941	Cartas	PDF		Biblioteca Digital do Alentejo
A princeza na berlinda|Castro, Urbano de	A princeza na berlinda	Castro, Urbano de	1850-1902	1880	Sátira	HTML, EPUB, MOBI e TXT		Project Gutenberg
Don Quixote. Vol. 1|Cervantes, Miguel de	Don Quixote. Vol. 1	Cervantes, Miguel de	1547-1616	1999	Romance	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Don Quixote. Vol. 2|Cervantes, Miguel de	Don Quixote. Vol. 2	Cervantes, Miguel de	1547-1616		Romance	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Astucias de Namorada, e Um melodrama em Santo Thyrso|Chagas, Pinheiro	Astucias de Namorada, e Um melodrama em Santo Thyrso	Chagas, Pinheiro	1842-1895	1873	Novela	HTML, EPUB, MOBI e TXT		Project Gutenberg
Bom-senso e bom-gosto|Chagas, Pinheiro	Bom-senso e bom-gosto	Chagas, Pinheiro	1842-1895	1865	Sátira	HTML, EPUB, MOBI e TXT		Project Gutenberg
Historia alegre de Portugal|Chagas, Pinheiro	Historia alegre de Portugal	Chagas, Pinheiro	1842-1895	1880	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Lenda da Meia-Noite|Chagas, Pinheiro	A Lenda da Meia-Noite	Chagas, Pinheiro	1842-1895	1906	Lendas	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Napoleão de Notting Hill|Chesterton, G. K.	O Napoleão de Notting Hill	Chesterton, G. K.	1874-1936	2014	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os dialectos romanicos ou neo-latinos na África, Ásia e América|Coelho, Adolfo	Os dialectos romanicos ou neo-latinos na África, Ásia e América	Coelho, Adolfo	1847-1919	1881	Linguística	HTML, EPUB, MOBI e TXT		Project Gutenberg
Portugal e Ilhas Adjacentes: Exposição Ethnografica Portugueza|Coelho, Adolfo	Portugal e Ilhas Adjacentes: Exposição Ethnografica Portugueza	Coelho, Adolfo	1847-1919	1896	Exposição	HTML, EPUB, MOBI e TXT		Project Gutenberg
Contos Populares Portugueses|Coelho, Adolfo	Contos Populares Portugueses	Coelho, Adolfo	1847-1919	2013	Contos	EPUB		Nativos Digitais Lêem +
Amores Novos|Coelho, Henrique Trindade	Amores Novos	Coelho, Henrique Trindade	1885-1934	1911	Poesia	PDF		Bibliotrónica Portuguesa
Panegyrico de Luiz de Camões|Coelho, Latino	Panegyrico de Luiz de Camões	Coelho, Latino	1825-1891	1880	Conferência	HTML, EPUB, MOBI e TXT		Project Gutenberg
Á Ilha da Madeira|Coelho, Ramos	Á Ilha da Madeira	Coelho, Ramos	1832-1914	1898	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os meus amores|Coelho, Trindade	Os meus amores	Coelho, Trindade	1861-1908	1894	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Meus Amores|Coelho, Trindade	Os Meus Amores	Coelho, Trindade	1861-1908	2013	Contos	EPUB		Nativos Digitais Lêem +
Camões e a Fisionomia Espiritual da Pátria|Coimbra, Leonardo	Camões e a Fisionomia Espiritual da Pátria	Coimbra, Leonardo	1883-1936	1920	Ensaio  Literatura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Ensaio sobre a inconstitucionalidade das leis no direito português|Colaço, Magalhães	Ensaio sobre a inconstitucionalidade das leis no direito português	Colaço, Magalhães	1893-1931	1915	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Inscripções portuguezas|Cordeiro, Luciano	Inscripções portuguezas	Cordeiro, Luciano	1844-1900	1895	Ensaio  Cultura	HTML, EPUB, MOBI e TXT		Project Gutenberg
Alexandre Herculano|Cordeiro, Manuel Caldas	Alexandre Herculano	Cordeiro, Manuel Caldas	1869-1914	1894	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Marquez de Pombal (folheto para poucos)|Cordeiro, Manuel Caldas	O Marquez de Pombal (folheto para poucos)	Cordeiro, Manuel Caldas	1869-1914	1890	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Enganos|Correia, Ângela	Enganos	Correia, Ângela	1967-	2016	Romance	PDF		Bibliotrónica Portuguesa
Scenas da Roça|Correia, António	Scenas da Roça	Correia, António	1834-1892	1879	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Theatro de João d'Andrade Corvo - I|Corvo, Andrade	Theatro de João d'Andrade Corvo - I	Corvo, Andrade	1824-1890	1859	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Maldita Felicidade|Costa, Alexandre da	Maldita Felicidade	Costa, Alexandre da	1873-?	1898	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Necessidade de um Ministerio de Instrucção Publica|Costa, António da	Necessidade de um Ministerio de Instrucção Publica	Costa, António da	1824-1892	1868	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
Poemas Escolhidos|Costa, Cláudio Manuel da	Poemas Escolhidos	Costa, Cláudio Manuel da	1729-1789		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
O passeio dos bardos ao Baldeador|Costa, Floriano Alves da	O passeio dos bardos ao Baldeador	Costa, Floriano Alves da	1825-?	1848	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Continuação do Portugal enfermo por vicios, e abusos de ambos os sexos|Costa, José Daniel Rodrigues da	Continuação do Portugal enfermo por vicios, e abusos de ambos os sexos	Costa, José Daniel Rodrigues da	1757-1832	1820	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Espada da Justiça|Costa, José Daniel Rodrigues da	Espada da Justiça	Costa, José Daniel Rodrigues da	1757-1832	1781	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Portugal enfermo por vicios, e abusos de ambos os sexos|Costa, José Daniel Rodrigues da	Portugal enfermo por vicios, e abusos de ambos os sexos	Costa, José Daniel Rodrigues da	1757-1832	1819	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Historia da Grecia|Costa, José Fernandes	Historia da Grecia	Costa, José Fernandes	1848-1920	1902	História	HTML, EPUB, MOBI e TXT		Project Gutenberg
A viagem da Índia|Costa, José Fernandes	A viagem da Índia	Costa, José Fernandes	1848-1920	1896	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Lucta Civil Brazileira e o Sebastianismo Portuguez|Costa, Jose? Soares da Cunha e	A Lucta Civil Brazileira e o Sebastianismo Portuguez	Costa, Jose? Soares da Cunha e	1868-1928	1894	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Nuvem|Couceiro, Luís	A Nuvem	Couceiro, Luís		1910	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Uma scena conjugal|Couceiro, Luís	Uma scena conjugal	Couceiro, Luís		1905	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Saudade|Coutinho, Henrique Ernesto de Almeida	A Saudade	Coutinho, Henrique Ernesto de Almeida	1788-1868	1847	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
As Saudades do Bardo Orthodoxo|Coutinho, Henrique Ernesto de Almeida	As Saudades do Bardo Orthodoxo	Coutinho, Henrique Ernesto de Almeida	1788-1868	1837	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Nocturnos|Crespo, Gonçalves	Nocturnos	Crespo, Gonçalves	1846-1883	1882	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Livro da Lei|Crowley, Aleister	O Livro da Lei	Crowley, Aleister	1875-1947		Ensaio	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
Eduardo Coelho, A Sua Vida e a Sua Obra|Cunha, Alfredo da	Eduardo Coelho, A Sua Vida e a Sua Obra	Cunha, Alfredo da	1863-1942	1904	Biografia	PDF		Bibliotrónica Portuguesa
A Vista Alegre: apontamentos para a sua historia|Cunha, Elmano da	A Vista Alegre: apontamentos para a sua historia	Cunha, Elmano da		1883	Artes	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os Sertões|Cunha, Euclides da	Os Sertões	Cunha, Euclides da	1866-1909	1901	Romance	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Os Sertões|Cunha, Euclides da	Os Sertões	Cunha, Euclides da	1866-1909	1984	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Os Sertões|Cunha, Euclides da	Os Sertões	Cunha, Euclides da	1866-1909		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Os factos|Cunha, João Gualberto de Barros	Os factos	Cunha, João Gualberto de Barros		1870	Ensaio  Política	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Divina Comédia|Dante Alighieri	A Divina Comédia	Dante Alighieri	1265-1321	1955	Poesia	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Escolas Móveis|David, Abílio	Escolas Móveis	David, Abílio		1916	Ensaio  Cultura	PDF		Bibliotrónica Portuguesa
Suspiros de Santo Agostinho|Desconhecido	Suspiros de Santo Agostinho	Desconhecido		1656	Ensaio  Religião	PDF		Bibliotrónica Portuguesa
Cartilha Maternal Arte de Leitura|Deus, João de	Cartilha Maternal Arte de Leitura	Deus, João de	1830-1896	1876	Ensaio  Pedagogia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Flores do Campo|Deus, João de	Flores do Campo	Deus, João de	1830-1896	1876	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Ramo de Flores|Deus, João de	Ramo de Flores	Deus, João de	1830-1896	1869	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Canção do Exílio|Dias, Gonçalves	Canção do Exílio	Dias, Gonçalves	1823-1864		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Juca-Pirama|Dias, Gonçalves	Juca-Pirama	Dias, Gonçalves	1823-1864		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Juca-Pirama|Dias, Gonçalves	Juca-Pirama	Dias, Gonçalves	1823-1864		Poesia	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Juca-Pirama|Dias, Gonçalves	Juca-Pirama	Dias, Gonçalves	1823-1864		Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Mundanismos|Dinis, Almáquio	Mundanismos	Dinis, Almáquio	1880-1937	1911	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
Uma família ingleza|Dinis, Júlio	Uma família ingleza	Dinis, Júlio	1839-1871	1875	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Os fidalgos da Casa Mourisca|Dinis, Júlio	Os fidalgos da Casa Mourisca	Dinis, Júlio	1839-1871	1871	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Morgadinha dos Cannaviaes|Dinis, Júlio	A Morgadinha dos Cannaviaes	Dinis, Júlio	1839-1871	1920	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Cantigas de D. Dinis|Dinis, Rei de Portugal	Cantigas de D. Dinis	Dinis, Rei de Portugal	1261-1325	2014	Poesia	EPUB		Nativos Digitais Lêem +
Um club da Má-Lingua|Dostoievski	Um club da Má-Lingua	Dostoievski	1821-1881	1908	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Othello|Dubarry, Gustave	Othello	Dubarry, Gustave			Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Descripçaõ sobre a cultura do Canamo ou Canave|Duhamel du Monceau, Henri-Louis	Descripçaõ sobre a cultura do Canamo ou Canave	Duhamel du Monceau, Henri-Louis	1700-1782	1798	Ciência  Botânica	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Dama das Camélias|Dumas, Alexandre	A Dama das Camélias	Dumas, Alexandre	1802-1870	1965	Romance	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
A Dama das Camélias|Dumas, Alexandre	A Dama das Camélias	Dumas, Alexandre	1802-1870		Romance	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
A velha disciplina: Versos|Dumont, Júlio Orlando	A velha disciplina: Versos	Dumont, Júlio Orlando		1906	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Caramuru: poema épico do descobrimento da Bahia|Durão, José de Santa Rita	Caramuru: poema épico do descobrimento da Bahia	Durão, José de Santa Rita	1722-1784		Poesia	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Flores|Duro, José	Flores	Duro, José	1875-1899	1931	Poesia	PDF		Biblioteca Digital do Alentejo
Fel|Duro, José	Fel	Duro, José	1875-1899	1923	Poesia	PDF		Biblioteca Digital do Alentejo
