original_id	work_title	work_authors	authors_lifetime	work_publication_year	work_category	file_format	notes	original_source
Vida de Don Duarte de Meneses, tercero Conde de Viana, y sucessos notables de Portugal en su tiempo|Vasconcelos, Agostinho Manuel de	Vida de Don Duarte de Meneses, tercero Conde de Viana, y sucessos notables de Portugal en su tiempo	Vasconcelos, Agostinho Manuel de	1584-1641	1627	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Flirts|Vasconcelos, Henrique de	Flirts	Vasconcelos, Henrique de	1876-1924	1905	Contos	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Cura de S. Lourenço|Vasconcelos, M. M. Santa Ana e	O Cura de S. Lourenço	Vasconcelos, M. M. Santa Ana e	1823-1884	1855	Romance Histórico	PDF		Bibliotrónica Portuguesa
Villa Nova de Gaia|Vaz, João	Villa Nova de Gaia	Vaz, João		1868	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Memória Artificial|Vera, Álvaro Ferreira de	Memória Artificial	Vera, Álvaro Ferreira de	16--?-1677	1631	Ensaio  Cultura	PDF		Bibliotrónica Portuguesa
O Livro de Cesario Verde|Verde, Cesário	O Livro de Cesario Verde	Verde, Cesário	1855-1886	1886	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
O Livro de Cesário Verde|Verde, Cesário	O Livro de Cesário Verde	Verde, Cesário	1855-1886	1987	Poesia	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O Livro de Cesário Verde|Verde, Cesário	O Livro de Cesário Verde	Verde, Cesário	1855-1886	2013	Poesia	EPUB e MOBI		Projecto Adamastor
História da Literatura Brasileira|Veríssimo, José	História da Literatura Brasileira	Veríssimo, José	1857-1916		Ensaio  Literatura	PDF	Fonte Original: Fundação Biblioteca Nacional	Portal Domínio Público
Os Quinhentos Milhões da Begum|Verne, Jules	Os Quinhentos Milhões da Begum	Verne, Jules	1828-1905		Romance	PDF		Bibliotrónica Portuguesa
Da terra à lua, viagem directa em 97 horas e 20 minutos|Verne, Jules	Da terra à lua, viagem directa em 97 horas e 20 minutos	Verne, Jules	1828-1905	1874	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Volta ao Mundo em 80 Dias|Verne, Jules	A Volta ao Mundo em 80 Dias	Verne, Jules	1828-1905	2000	Romance	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
A Volta ao Mundo em Oitenta Dias|Verne, Jules	A Volta ao Mundo em Oitenta Dias	Verne, Jules	1828-1905	2000	Romance	PDF	Fonte Original: eBooksBrasil	Portal Domínio Público
Monólogo do Vaqueiro|Vicente, Gil	Monólogo do Vaqueiro	Vicente, Gil	1465-1536	1910	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Pranto de Maria Parda|Vicente, Gil	Pranto de Maria Parda	Vicente, Gil	1465-1536	1902	Drama	HTML, EPUB, MOBI e TXT		Project Gutenberg
Auto da Barca do Inferno|Vicente, Gil	Auto da Barca do Inferno	Vicente, Gil	1465-1536		Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Auto da Barca do Inferno|Vicente, Gil	Auto da Barca do Inferno	Vicente, Gil	1465-1536		Drama	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Farsa de Inês Pereira|Vicente, Gil	Farsa de Inês Pereira	Vicente, Gil	1465-1536	1996	Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP; Projecto Vercial	Portal Domínio Público
Auto da Alma|Vicente, Gil	Auto da Alma	Vicente, Gil	1465-1536		Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
O Velho da Horta|Vicente, Gil	O Velho da Horta	Vicente, Gil	1465-1536		Drama	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Farsa do Velho da Horta|Vicente, Gil	Farsa do Velho da Horta	Vicente, Gil	1465-1536	1985	Drama	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Auto da Alma|Vicente, Gil	Auto da Alma	Vicente, Gil	1465-1536	2014	Drama	EPUB		Nativos Digitais Lêem +
Auto de Inês Pereira|Vicente, Gil	Auto de Inês Pereira	Vicente, Gil	1465-1536	2013	Drama	EPUB		Nativos Digitais Lêem +
A Vingança de Agamenom|Victoria, Anrrique Ayres	A Vingança de Agamenom	Victoria, Anrrique Ayres		1918	Drama	PDF		Bibliotrónica Portuguesa
O Marquez de Pombal á luz da Philosophia|Vidal, Angelina	O Marquez de Pombal á luz da Philosophia	Vidal, Angelina	1853-1917	1882	Poesia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Guelfos e Gibelinos: Tentativa critica sobre a actual polemica litteraria|Vidal, Eduardo Augusto	Guelfos e Gibelinos: Tentativa critica sobre a actual polemica litteraria	Vidal, Eduardo Augusto	1841-1907	1866	Sátira	HTML, EPUB, MOBI e TXT		Project Gutenberg
Sermão da Sexagésima|Vieira, António	Sermão da Sexagésima	Vieira, António	1608-1697	1965	Sermões	PDF	Fonte Original: Biblioteca Virtual do Estudante Brasileiro / USP	Portal Domínio Público
Sermão do Bom Ladrão|Vieira, António	Sermão do Bom Ladrão	Vieira, António	1608-1697		Sermões	PDF	Fonte Original: Universidade Federal de Santa Catarina - UFSC	Portal Domínio Público
Sermão de Santo Antônio|Vieira, António	Sermão de Santo Antônio	Vieira, António	1608-1697		Sermões	PDF	Fonte Original: Universidade da Amazônia - UNAMA	Portal Domínio Público
Sermão de Santo António aos Peixes|Vieira, António	Sermão de Santo António aos Peixes	Vieira, António	1608-1697	2016	Sermões	EPUB		Nativos Digitais Lêem +
O senhor Dom Miguel I, e a senhora Dona Maria II|Vieira, João Augusto Novais	O senhor Dom Miguel I, e a senhora Dona Maria II	Vieira, João Augusto Novais	1825-?	1852		HTML, EPUB, MOBI e TXT		Project Gutenberg
A Divorciada|Vieira, José Augusto	A Divorciada	Vieira, José Augusto	1856-1890	1906	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
As Cinzas de Camillo|Vila Moura, Visconde de	As Cinzas de Camillo	Vila Moura, Visconde de	1877-1935	1917	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Fialho dAlmeida|Vila Moura, Visconde de	Fialho dAlmeida	Vila Moura, Visconde de	1877-1935	1917	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Nova Sapho: Tragedia Extranha|Vila Moura, Visconde de	Nova Sapho: Tragedia Extranha	Vila Moura, Visconde de	1877-1935	1921	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Primeira origem da arte de imprimir dada à luz pelo primeiros characteres|Villeneuve, João	Primeira origem da arte de imprimir dada à luz pelo primeiros characteres	Villeneuve, João		1732	Artes	HTML, EPUB, MOBI e TXT		Project Gutenberg
A gravura em Portugal: breves apontamentos para a sua história|Viterbo, Francisco Marques Sousa	A gravura em Portugal: breves apontamentos para a sua história	Viterbo, Francisco Marques Sousa		1909	Artes	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Princesa de Babilônia|Voltaire, pseud.	A Princesa de Babilônia	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Cândido|Voltaire, pseud.	Cândido	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
O Ingênuo|Voltaire, pseud.	O Ingênuo	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
O Mundo como Está|Voltaire, pseud.	O Mundo como Está	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Zadig ou o Destino|Voltaire, pseud.	Zadig ou o Destino	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
O Homem dos Quarenta Escudos|Voltaire, pseud.	O Homem dos Quarenta Escudos	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Micrômegas|Voltaire, pseud.	Micrômegas	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
As Cartas de Amabed|Voltaire, pseud.	As Cartas de Amabed	Voltaire, pseud.	1694-1778		Filosofia	PDF	Fonte Original: CultVox	Portal Domínio Público
Estórias de Jenni|Voltaire, pseud.	Estórias de Jenni	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Memorandum ácerca das expedições realizadas na Zambesia septentrional durante os annos de 1885 a 1891|Wiese, Carl	Memorandum ácerca das expedições realizadas na Zambesia septentrional durante os annos de 1885 a 1891	Wiese, Carl		1891	História  Descobrimentos	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Esfinge sem Segredo|Wilde, Oscar	A Esfinge sem Segredo	Wilde, Oscar	1854-1900		Contos	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
A esfinge sem segredo|Wilde, Oscar	A esfinge sem segredo	Wilde, Oscar	1854-1900		Contos	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
A decadência da mentira|Wilde, Oscar	A decadência da mentira	Wilde, Oscar	1854-1900		Ensaio	PDF	Fonte Original: Edição do Autor	Portal Domínio Público
O Fantasma de Canterville|Wilde, Oscar	O Fantasma de Canterville	Wilde, Oscar	1854-1900	2013	Contos	EPUB		Nativos Digitais Lêem +
Fialho dAlmeida|Vila Moura, Visconde de	Fialho dAlmeida	Vila Moura, Visconde de	1877-1935	1917	Biografia	HTML, EPUB, MOBI e TXT		Project Gutenberg
Nova Sapho: Tragedia Extranha|Vila Moura, Visconde de	Nova Sapho: Tragedia Extranha	Vila Moura, Visconde de	1877-1935	1921	Romance	HTML, EPUB, MOBI e TXT		Project Gutenberg
Primeira origem da arte de imprimir dada à luz pelo primeiros characteres|Villeneuve, João	Primeira origem da arte de imprimir dada à luz pelo primeiros characteres	Villeneuve, João		1732	Artes	HTML, EPUB, MOBI e TXT		Project Gutenberg
A gravura em Portugal: breves apontamentos para a sua história|Viterbo, Francisco Marques Sousa	A gravura em Portugal: breves apontamentos para a sua história	Viterbo, Francisco Marques Sousa		1909	Artes	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Princesa de Babilônia|Voltaire, pseud.	A Princesa de Babilônia	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Cândido|Voltaire, pseud.	Cândido	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
O Ingênuo|Voltaire, pseud.	O Ingênuo	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
O Mundo como Está|Voltaire, pseud.	O Mundo como Está	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Zadig ou o Destino|Voltaire, pseud.	Zadig ou o Destino	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
O Homem dos Quarenta Escudos|Voltaire, pseud.	O Homem dos Quarenta Escudos	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Micrômegas|Voltaire, pseud.	Micrômegas	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
As Cartas de Amabed|Voltaire, pseud.	As Cartas de Amabed	Voltaire, pseud.	1694-1778		Filosofia	PDF	Fonte Original: CultVox	Portal Domínio Público
Estórias de Jenni|Voltaire, pseud.	Estórias de Jenni	Voltaire, pseud.	1694-1778		Romance Filosófico	PDF	Fonte Original: CultVox	Portal Domínio Público
Memorandum ácerca das expedições realizadas na Zambesia septentrional durante os annos de 1885 a 1891|Wiese, Carl	Memorandum ácerca das expedições realizadas na Zambesia septentrional durante os annos de 1885 a 1891	Wiese, Carl		1891	História  Descobrimentos	HTML, EPUB, MOBI e TXT		Project Gutenberg
A Esfinge sem Segredo|Wilde, Oscar	A Esfinge sem Segredo	Wilde, Oscar	1854-1900		Contos	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
A esfinge sem segredo|Wilde, Oscar	A esfinge sem segredo	Wilde, Oscar	1854-1900		Contos	PDF	Fonte Original: Phoenix-Library	Portal Domínio Público
A decadência da mentira|Wilde, Oscar	A decadência da mentira	Wilde, Oscar	1854-1900		Ensaio	PDF	Fonte Original: Edição do Autor	Portal Domínio Público
O Fantasma de Canterville|Wilde, Oscar	O Fantasma de Canterville	Wilde, Oscar	1854-1900	2013	Contos	EPUB		Nativos Digitais Lêem +
